"Id","Rep","SalinityLevel","Stress","best_model_name","best_aicc","term","estimate","std.error","statistic","p.value"
"I23","1",0,"5.5","fits_buchanan_without_lag",29.149645859232,"log10_nmax",-0.815207911106339,0.0901966614786341,-9.03811624224525,8.54393536045755e-10
"I23","1",0,"5.5","fits_buchanan_without_lag",29.149645859232,"log10_n0",-1.33486350350005,0.158158463537538,-8.44003838709032,3.53096995903505e-09
"I23","1",0,"5.5","fits_buchanan_without_lag",29.149645859232,"mumax",0.00129354947138474,0.000743937406452631,1.73878804878607,0.0930579314017803
"I23","1",5,"5.5","fits_baranyi_without_lag",32.8106718704618,"log10_nmax",-0.331372225957552,0.46960293029423,-0.705643437424741,0.48623971037082
"I23","1",5,"5.5","fits_baranyi_without_lag",32.8106718704618,"log10_n0",-1.27761385906307,0.142667053556868,-8.95521304471185,1.03717821747438e-09
"I23","1",5,"5.5","fits_baranyi_without_lag",32.8106718704618,"mumax",0.00106350395164899,0.000679255768549152,1.56568998143448,0.128654408176177
"I23","1",10,"5.5","fits_buchanan_without_lag",31.8480531869322,"log10_nmax",-0.665260039677551,0.113178276342797,-5.87798348918654,5.43891176773877e-06
"I23","1",10,"5.5","fits_buchanan_without_lag",31.8480531869322,"log10_n0",-1.39208180042524,0.182078211923461,-7.64551554916645,9.25090220320531e-08
"I23","1",10,"5.5","fits_buchanan_without_lag",31.8480531869322,"mumax",0.00178039250477944,0.000941793215045413,1.89042825573297,0.0713663658871129
"I23","1",15,"5.5","fits_buchanan_without_lag",-15.0099178619614,"log10_nmax",-0.460957518267514,0.0581271789917074,-7.9301546413129,2.77608541665009e-07
"I23","1",15,"5.5","fits_buchanan_without_lag",-15.0099178619614,"log10_n0",-1.33345669436469,0.0624210500921985,-21.3622919254822,3.07897097646024e-14
"I23","1",15,"5.5","fits_buchanan_without_lag",-15.0099178619614,"mumax",0.00129406422226414,0.000218890809022946,5.91191666767739,1.35047089303491e-05
"I23","1",20,"5.5","fits_baranyi_without_lag",16.1442104539406,"log10_nmax",-0.884784076192703,0.108615387815997,-8.14602879006053,1.27975414012178e-07
"I23","1",20,"5.5","fits_baranyi_without_lag",16.1442104539406,"log10_n0",-1.29412771926045,0.212220011132105,-6.09804755148592,7.29646870819742e-06
"I23","1",20,"5.5","fits_baranyi_without_lag",16.1442104539406,"mumax",0.00218397098226564,0.0024519120792052,0.890721572273333,0.384219217452493
"I23","1",25,"5.5","fits_baranyi_without_lag",-17.7485664676687,"log10_nmax",-0.563766800520035,0.412257059068596,-1.36751278872881,0.186637171355567
"I23","1",25,"5.5","fits_baranyi_without_lag",-17.7485664676687,"log10_n0",-1.30438766600539,0.0624071948583599,-20.9012385345286,4.64805468165281e-15
"I23","1",25,"5.5","fits_baranyi_without_lag",-17.7485664676687,"mumax",0.000661782475666848,0.000393792614842892,1.68053551723125,0.108405854649938
"I23","1",30,"5.5","fits_buchanan_without_lag",-80.3323813080163,"log10_nmax",-0.737548910269571,0.0362384017944007,-20.3526886879303,7.73342026339427e-15
"I23","1",30,"5.5","fits_buchanan_without_lag",-80.3323813080163,"log10_n0",-1.3575697553987,0.0117974553311193,-115.073099858891,1.07291612098071e-29
"I23","1",30,"5.5","fits_buchanan_without_lag",-80.3323813080163,"mumax",0.000449968646010822,2.29665281562823e-05,19.5923668979866,1.59951018016941e-14
"I23","1",35,"5.5","fits_baranyi_without_lag",-155.485083489835,"log10_nmax",-1.26275362922582,0.0116705614025533,-108.199904500699,3.67016039699701e-29
"I23","1",35,"5.5","fits_baranyi_without_lag",-155.485083489835,"log10_n0",-1.33949668759164,0.00324574950145046,-412.692565151145,8.77564237247545e-41
"I23","1",35,"5.5","fits_baranyi_without_lag",-155.485083489835,"mumax",0.000618432337826245,0.000183668747879926,3.36710706075345,0.00306509494457621
"I23","2",0,"5.5","fits_buchanan_without_lag",23.2786512203654,"log10_nmax",-0.77475409197994,0.0836173251458673,-9.2654732811461,5.04401973451481e-10
"I23","2",0,"5.5","fits_buchanan_without_lag",23.2786512203654,"log10_n0",-1.32845401670201,0.143869123073159,-9.23376738750593,5.42647562412384e-10
"I23","2",0,"5.5","fits_buchanan_without_lag",23.2786512203654,"mumax",0.00135632043652312,0.000676723961674434,2.00424473394905,0.0548028901264522
"I23","2",5,"5.5","fits_buchanan_without_lag",32.7620904806009,"log10_nmax",-0.719854334817319,0.096590591648952,-7.45263407675927,2.63405355751247e-08
"I23","2",5,"5.5","fits_buchanan_without_lag",32.7620904806009,"log10_n0",-1.33175951248142,0.155547954809069,-8.5617294943937,1.49269147569403e-09
"I23","2",5,"5.5","fits_buchanan_without_lag",32.7620904806009,"mumax",0.00131678854221739,0.000639879355900799,2.05787001889389,0.0483826061017537
"I23","2",10,"5.5","fits_baranyi_without_lag",33.3473951336035,"log10_nmax",-0.618224456502909,0.186053646605726,-3.32282902152954,0.00308999728503461
"I23","2",10,"5.5","fits_baranyi_without_lag",33.3473951336035,"log10_n0",-1.34784897577265,0.238848227297493,-5.64311902593214,1.12758025236213e-05
"I23","2",10,"5.5","fits_baranyi_without_lag",33.3473951336035,"mumax",0.00195504113710571,0.00149107336890602,1.31116360728788,0.203323594475373
"I23","2",15,"5.5","fits_buchanan_without_lag",-9.22739792601643,"log10_nmax",-0.450535975008518,0.076032503810753,-5.92557067606132,8.53199404762912e-06
"I23","2",15,"5.5","fits_buchanan_without_lag",-9.22739792601643,"log10_n0",-1.3598274320288,0.0692397173314029,-19.6394133950641,1.52805004933753e-14
