"Id","Rep","SalinityLevel","Stress","best_model_name","best_aicc","term","estimate","std.error","statistic","p.value"
"D11","1",0,"5.5","fits_baranyi_without_lag",-67.6069691800325,"log10_nmax",-0.460416050674412,0.0405167858032341,-11.3635877463326,8.54454731647483e-12
"D11","1",0,"5.5","fits_baranyi_without_lag",-67.6069691800325,"log10_n0",-1.38564957028864,0.0304942571318547,-45.439689325672,4.80119233725185e-27
"D11","1",0,"5.5","fits_baranyi_without_lag",-67.6069691800325,"mumax",0.0018283311297739,0.000170434289687796,10.7274840827105,3.08187746626187e-11
"D11","1",5,"5.5","fits_gompertz",-108.15946571548,"log10_nmax",-2.01384834100716,0.246666588099324,-8.16425263155726,1.20583161587677e-08
"D11","1",5,"5.5","fits_gompertz",-108.15946571548,"log10_n0",-0.580283917685196,0.0177347397004867,-32.7201823925993,1.17242805138761e-22
"D11","1",5,"5.5","fits_gompertz",-108.15946571548,"mumax",0.00131460661288751,5.00699659747884e-05,26.2553925750509,3.04565798020181e-20
"D11","1",5,"5.5","fits_gompertz",-108.15946571548,"lag",1505.46902912502,55.2986898113892,27.2243164215972,1.22555843747806e-20
"D11","1",10,"5.5","fits_gompertz",-93.0425257496632,"log10_nmax",-0.599644498557116,0.0269011715949173,-22.2906462062943,2.31755810500552e-19
"D11","1",10,"5.5","fits_gompertz",-93.0425257496632,"log10_n0",-1.38751189391313,0.0334363332735862,-41.4971307577325,1.08490102619725e-26
"D11","1",10,"5.5","fits_gompertz",-93.0425257496632,"mumax",0.00126870119591223,0.000105769746304918,11.9949346598106,1.50464182146347e-12
"D11","1",10,"5.5","fits_gompertz",-93.0425257496632,"lag",254.100017594044,99.7673382022722,2.54692589952507,0.0166489046420365
"D11","1",15,"5.5","fits_buchanan_without_lag",6.77743017531447,"log10_nmax",-0.851626269653537,0.0909996680735279,-9.35856457152593,9.53077353132336e-09
"D11","1",15,"5.5","fits_buchanan_without_lag",6.77743017531447,"log10_n0",-1.29024506145099,0.113654293731251,-11.3523653096813,3.60044298194142e-10
"D11","1",15,"5.5","fits_buchanan_without_lag",6.77743017531447,"mumax",0.0006392133488585,0.000354496161738706,1.80316014064393,0.086451321031739
"D11","1",20,"5.5","fits_buchanan_without_lag",-21.3843012454493,"log10_nmax",-0.908483482521436,0.112509373458401,-8.07473594951037,5.16508944337977e-09
"D11","1",20,"5.5","fits_buchanan_without_lag",-21.3843012454493,"log10_n0",-1.34914292696736,0.0470031799719842,-28.7032266278899,2.2539135454741e-23
"D11","1",20,"5.5","fits_buchanan_without_lag",-21.3843012454493,"mumax",0.000343369157797079,8.48823990536964e-05,4.04523389566152,0.000337158686812261
"D11","1",25,"5.5","fits_baranyi_without_lag",-67.4483219408372,"log10_nmax",-0.0698357079857916,19.0556376307575,-0.00366483186440692,0.997100155832105
"D11","1",25,"5.5","fits_baranyi_without_lag",-67.4483219408372,"log10_n0",-1.32963709611163,0.0294417179961347,-45.1616680890088,3.81355144926715e-29
"D11","1",25,"5.5","fits_baranyi_without_lag",-67.4483219408372,"mumax",0.000145414276847672,0.000473561816566504,0.307065037257393,0.760915287616121
"D11","1",30,"5.5","fits_buchanan_without_lag",-69.1396949143383,"log10_nmax",-1.22190907667354,0.0374634557140655,-32.6160268289074,4.01092953612336e-20
"D11","1",30,"5.5","fits_buchanan_without_lag",-69.1396949143383,"log10_n0",-1.33269281564295,0.0193239127920378,-68.9659920320109,3.32160178144503e-27
"D11","1",30,"5.5","fits_buchanan_without_lag",-69.1396949143383,"mumax",9.27175758818877e-05,4.0700558511251e-05,2.27804185675382,0.032793525039826
"D11","1",35,"5.5","fits_baranyi_without_lag",-77.4230304132698,"log10_nmax",-1.25370287783,0.0151495976769334,-82.7548628396165,1.34272767673208e-23
"D11","1",35,"5.5","fits_baranyi_without_lag",-77.4230304132698,"log10_n0",-1.35936977814746,0.0174411618848555,-77.9403222745057,3.71037436244764e-23
"D11","1",35,"5.5","fits_baranyi_without_lag",-77.4230304132698,"mumax",0.00166600384527233,0.000786218177184644,2.11900957471893,0.0491159383857588
"D11","2",0,"5.5","fits_baranyi_without_lag",-66.2272474389373,"log10_nmax",-0.48768760351778,0.0361523850864766,-13.4897767422877,5.01591537887918e-14
"D11","2",0,"5.5","fits_baranyi_without_lag",-66.2272474389373,"log10_n0",-1.38680615499715,0.0335096238649931,-41.3853095034563,2.40384114789822e-27
"D11","2",0,"5.5","fits_baranyi_without_lag",-66.2272474389373,"mumax",0.0018305034498176,0.000181004042564206,10.1130528571939,5.11093862762739e-11
"D11","2",5,"5.5","fits_gompertz",-136.263545192424,"log10_nmax",-0.538030511825631,0.015211406010055,-35.3702025618134,8.76493108071443e-25
"D11","2",5,"5.5","fits_gompertz",-136.263545192424,"log10_n0",-1.42770500576515,0.037381468142015,-38.1928553565951,1.06523356696586e-25
"D11","2",5,"5.5","fits_gompertz",-136.263545192424,"mumax",0.00118620572606966,4.23282755462923e-05,28.0239558725318,4.98842657303634e-22
"D11","2",5,"5.5","fits_gompertz",-136.263545192424,"lag",0,92.122478681234,0,1
"D11","2",10,"5.5","fits_baranyi_without_lag",-74.905737530736,"log10_nmax",-0.49273542624415,0.0676356508472861,-7.28514356070429,4.11690425620832e-08
"D11","2",10,"5.5","fits_baranyi_without_lag",-74.905737530736,"log10_n0",-1.42840633464323,0.0270636586883193,-52.7794985553719,3.75855442329941e-31
"D11","2",10,"5.5","fits_baranyi_without_lag",-74.905737530736,"mumax",0.00109372725047525,0.00012132528144183,9.01483382092663,4.83520196047426e-10
"D11","2",15,"5.5","fits_buchanan_without_lag",-9.44323556608976,"log10_nmax",-0.65755910255969,0.0993864617890391,-6.61618384157237,1.49862490911286e-06
"D11","2",15,"5.5","fits_buchanan_without_lag",-9.44323556608976,"log10_n0",-1.35556525213691,0.0659716664680736,-20.5476884958321,2.18371594461051e-15
"D11","2",15,"5.5","fits_buchanan_without_lag",-9.44323556608976,"mumax",0.000721790838130027,0.000158403768557884,4.5566519325976,0.00017175740689503
"D11","2",20,"5.5","fits_buchanan_without_lag",-15.0798608803715,"log10_nmax",-0.911218875514237,0.123786506927857,-7.36121325440823,3.35977902681604e-08
"D11","2",20,"5.5","fits_buchanan_without_lag",-15.0798608803715,"log10_n0",-1.34767228100319,0.0514812600844107,-26.1779194758149,3.22194927284261e-22
"D11","2",20,"5.5","fits_buchanan_without_lag",-15.0798608803715,"mumax",0.00034009174213242,9.25958302244692e-05,3.6728623881656,0.000930199121336194
"D11","2",25,"5.5","fits_baranyi_without_lag",-68.2648197432009,"log10_nmax",0,22.9728986501349,0,1
"D11","2",25,"5.5","fits_baranyi_without_lag",-68.2648197432009,"log10_n0",-1.32541807204955,0.0290739462926766,-45.5878283156698,2.88844660026553e-29
"D11","2",25,"5.5","fits_baranyi_without_lag",-68.2648197432009,"mumax",0.000142144663637608,0.000473342098049263,0.300300066745414,0.766019455729269
"D11","2",30,"5.5","fits_baranyi_without_lag",-67.6932074058546,"log10_nmax",0,61.2615373494038,0,1
"D11","2",30,"5.5","fits_baranyi_without_lag",-67.6932074058546,"log10_n0",-1.32430739981687,0.0244235823693696,-54.2224879130643,4.67898664524738e-24
"D11","2",30,"5.5","fits_baranyi_without_lag",-67.6932074058546,"mumax",8.30161946458829e-05,0.000667332676989632,0.124400014428145,0.902181655077043
"D11","2",35,"5.5","fits_buchanan_without_lag",-80.3072426996472,"log10_nmax",-1.24412514432751,0.0191509747553804,-64.9640637209852,8.84239326756639e-24
"D11","2",35,"5.5","fits_buchanan_without_lag",-80.3072426996472,"log10_n0",-1.33017197695251,0.0135708610815563,-98.0167705614722,3.65207796908744e-27
"D11","2",35,"5.5","fits_buchanan_without_lag",-80.3072426996472,"mumax",8.93499895807728e-05,3.0242187266253e-05,2.9544817242924,0.00814098464132874
