"Id","Rep","TempLevel","pH_Level","best_model_name","best_aicc","term","estimate","std.error","statistic","p.value"
"I11","1",20,4,"fits_baranyi_without_lag",-140.904170678743,"log10_nmax",-1.38265290391717,0.0399024712880131,-34.6508088167593,1.76687251349071e-16
"I11","1",20,4,"fits_baranyi_without_lag",-140.904170678743,"log10_n0",-1.37014623600672,0.00244294613142618,-560.858145163781,8.79514647342331e-36
"I11","1",20,4,"fits_baranyi_without_lag",-140.904170678743,"mumax",0.000322744698703019,0.00147718991565312,0.21848558217399,0.829813213499813
"I11","2",20,4,"fits_baranyi_without_lag",-98.467070495038,"log10_nmax",-1.35665951525171,0.00282057973921076,-480.986052757837,6.22295066898681e-31
"I11","2",20,4,"fits_baranyi_without_lag",-98.467070495038,"log10_n0",-1.5262060750312,227975.5082264,-6.69460542891099e-06,0.999994752936222
"I11","2",20,4,"fits_baranyi_without_lag",-98.467070495038,"mumax",0.151678752029444,81205.9796489514,1.86782737780078e-06,0.999998536043762
"I11","3",20,4,"fits_baranyi_without_lag",-106.454815508661,"log10_nmax",-1.35236453899789,0.00144689515988804,-934.666571904583,1.51525503740632e-30
"I11","3",20,4,"fits_baranyi_without_lag",-106.454815508661,"log10_n0",-5,100366.964727641,-4.98171884899394e-05,0.999961070228027
"I11","3",20,4,"fits_baranyi_without_lag",-106.454815508661,"mumax",0.100282368643299,1778.119787821,5.63979824813661e-05,0.999955927649391
"I11","1",20,5.5,"fits_baranyi_without_lag",-56.3600146316378,"log10_nmax",-0.330138886201634,0.177893195099792,-1.85582639075338,0.0733262440902972
"I11","1",20,5.5,"fits_baranyi_without_lag",-56.3600146316378,"log10_n0",-1.29923569717556,0.036814396180821,-35.2915117986485,5.44831105562364e-26
"I11","1",20,5.5,"fits_baranyi_without_lag",-56.3600146316378,"mumax",0.000915920638097069,0.00017412085470058,5.26025811021945,1.11703244643052e-05
"I11","2",20,5.5,"fits_baranyi_without_lag",-62.3695288796397,"log10_nmax",-0.2214191806884,0.217655510245071,-1.01729186841671,0.31714904841154
"I11","2",20,5.5,"fits_baranyi_without_lag",-62.3695288796397,"log10_n0",-1.29369588152074,0.0330500609444431,-39.1435248393469,2.59663381197763e-27
"I11","2",20,5.5,"fits_baranyi_without_lag",-62.3695288796397,"mumax",0.000860419522476856,0.000149371908715251,5.76024990158681,2.72983434164503e-06
"I11","3",20,5.5,"fits_baranyi_without_lag",-62.771891358273,"log10_nmax",-0.279280705164947,0.167887115068845,-1.66350291414814,0.10662536569564
"I11","3",20,5.5,"fits_baranyi_without_lag",-62.771891358273,"log10_n0",-1.30702872744352,0.0331286619226462,-39.4531095308154,2.05904726120757e-27
"I11","3",20,5.5,"fits_baranyi_without_lag",-62.771891358273,"mumax",0.000929441619469367,0.000149621381031394,6.21195722872219,7.72155947770771e-07
"I11","1",20,6,"fits_baranyi_without_lag",-147.845226959309,"log10_nmax",-0.481897494671313,0.0121421408450058,-39.6880171975209,7.93350343057307e-27
"I11","1",20,6,"fits_baranyi_without_lag",-147.845226959309,"log10_n0",-1.23243195325327,0.0103211712088847,-119.408149357348,1.33475480204261e-40
"I11","1",20,6,"fits_baranyi_without_lag",-147.845226959309,"mumax",0.00181967005210694,6.91990952359688e-05,26.2961538138884,8.80073364425753e-22
"I11","2",20,6,"fits_baranyi_without_lag",-152.435796841817,"log10_nmax",-0.521359078015167,0.0106148275209554,-49.1161139440016,1.79246110271733e-29
"I11","2",20,6,"fits_baranyi_without_lag",-152.435796841817,"log10_n0",-1.23660794232905,0.00981082157074418,-126.045299408625,2.78857362833273e-41
"I11","2",20,6,"fits_baranyi_without_lag",-152.435796841817,"mumax",0.00188683399332371,6.97848350305737e-05,27.0378799705847,4.0501974862836e-22
"I11","3",20,6,"fits_baranyi_without_lag",-146.7764733247,"log10_nmax",-0.50542958549652,0.0119207278605144,-42.3992218772712,1.2046585240518e-27
"I11","3",20,6,"fits_baranyi_without_lag",-146.7764733247,"log10_n0",-1.23671012944335,0.0106176453937554,-116.476872562603,2.74034229783661e-40
"I11","3",20,6,"fits_baranyi_without_lag",-146.7764733247,"mumax",0.00185692552271639,7.35138977633268e-05,25.2595166249332,2.69497004251506e-21
"I11","1",20,7.2,"fits_baranyi_without_lag",-153.709758506904,"log10_nmax",-0.509102170928759,0.0107107193203195,-47.5320242929838,4.58605393463087e-29
"I11","1",20,7.2,"fits_baranyi_without_lag",-153.709758506904,"log10_n0",-1.24402581888662,0.0095179695557234,-130.702857537357,9.75360118984401e-42
"I11","1",20,7.2,"fits_baranyi_without_lag",-153.709758506904,"mumax",0.00185763643090227,6.56107894173308e-05,28.3129718053901,1.11586733631259e-22
"I11","2",20,7.2,"fits_gompertz",-157.549529549507,"log10_nmax",-4.53967382008715,2.09443365247026,-2.16749468990478,0.0388539350887032
"I11","2",20,7.2,"fits_gompertz",-157.549529549507,"log10_n0",-0.538195723966847,0.0118888756853856,-45.2688494866192,9.82988399310738e-28
"I11","2",20,7.2,"fits_gompertz",-157.549529549507,"mumax",0.0018444013533675,0.000536242848528573,3.43948895249317,0.00184442720259681
"I11","2",20,7.2,"fits_gompertz",-157.549529549507,"lag",809.54720518038,340.037759344207,2.38075679225055,0.0243195898248638
"I11","3",20,7.2,"fits_gompertz",-157.830556779267,"log10_nmax",-5,2.49203878480809,-2.00638931885045,0.0545606009727906
"I11","3",20,7.2,"fits_gompertz",-157.830556779267,"log10_n0",-0.535773107413547,0.0119424514475201,-44.8629085718243,1.26079706445509e-27
"I11","3",20,7.2,"fits_gompertz",-157.830556779267,"mumax",0.00198229711736853,0.000633844834164898,3.12741701205191,0.00408880070301063
