"Id","Rep","TempLevel","pH_Level","best_model_name","best_aicc","term","estimate","std.error","statistic","p.value"
"I15","1",20,4,"fits_gompertz",-117.364862609407,"log10_nmax",-0.427786689699266,0.0158304997982544,-27.0229427466616,1.2897649038532e-22
"I15","1",20,4,"fits_gompertz",-117.364862609407,"log10_n0",-1.42448545926956,0.0627814447401488,-22.6895934804539,1.92452506972218e-20
"I15","1",20,4,"fits_gompertz",-117.364862609407,"mumax",0.00197431044729054,9.26612002577935e-05,21.3067653105917,1.14076180180467e-19
"I15","1",20,4,"fits_gompertz",-117.364862609407,"lag",0,89.5674847746854,0,1
"I15","2",20,4,"fits_gompertz",-117.436058383721,"log10_nmax",-0.418734865410971,0.015867330728885,-26.3897483808479,2.5547533313126e-22
"I15","2",20,4,"fits_gompertz",-117.436058383721,"log10_n0",-1.41408479425882,0.062676553407427,-22.5616234043152,2.25975940187142e-20
"I15","2",20,4,"fits_gompertz",-117.436058383721,"mumax",0.00196556894043069,9.22667717785126e-05,21.3031073109294,1.14629821776657e-19
"I15","2",20,4,"fits_gompertz",-117.436058383721,"lag",0,89.8260403136564,0,1
"I15","3",20,4,"fits_gompertz",-107.711331011666,"log10_nmax",-0.424036433502216,0.0179570251128851,-23.6139578152033,6.17723496483064e-21
"I15","3",20,4,"fits_gompertz",-107.711331011666,"log10_n0",-1.40771423677071,0.0684113328835315,-20.5772081530308,3.04057806312257e-19
"I15","3",20,4,"fits_gompertz",-107.711331011666,"mumax",0.00198356044404718,0.000109133920516525,18.1754713352099,9.62505457912193e-18
"I15","3",20,4,"fits_gompertz",-107.711331011666,"lag",13.2491902068611,98.885519426622,0.133985140429915,0.894309142487877
"I15","1",20,5.5,"fits_baranyi_without_lag",-119.985856810431,"log10_nmax",-0.427038261920796,0.012815012269666,-33.3232815493766,7.65502665955292e-26
"I15","1",20,5.5,"fits_baranyi_without_lag",-119.985856810431,"log10_n0",-1.31581305408973,0.0190056187005939,-69.2328450243304,1.50350426594006e-35
"I15","1",20,5.5,"fits_baranyi_without_lag",-119.985856810431,"mumax",0.00265591375880843,0.000126887337084585,20.9312750967258,7.54929021624731e-20
"I15","2",20,5.5,"fits_baranyi_without_lag",-124.499643234862,"log10_nmax",-0.409017972760155,0.0122093648469566,-33.5003481251614,6.52330763860901e-26
"I15","2",20,5.5,"fits_baranyi_without_lag",-124.499643234862,"log10_n0",-1.30019305079872,0.0176656274720121,-73.6001623977768,2.28229830013732e-36
"I15","2",20,5.5,"fits_baranyi_without_lag",-124.499643234862,"mumax",0.0026019459463453,0.000116125152385308,22.4063942470614,1.03802099698333e-20
"I15","3",20,5.5,"fits_baranyi_without_lag",-129.171842001951,"log10_nmax",-0.406838400332339,0.0113786941646363,-35.7544015548592,9.10424278595758e-27
"I15","3",20,5.5,"fits_baranyi_without_lag",-129.171842001951,"log10_n0",-1.30935270051457,0.0164687370396737,-79.5053498856833,2.11174878839819e-37
"I15","3",20,5.5,"fits_baranyi_without_lag",-129.171842001951,"mumax",0.00261690673889127,0.000107398443204939,24.3663377307774,8.83332465611971e-22
"I15","1",20,6,"fits_baranyi_without_lag",-94.5599983445363,"log10_nmax",-0.391516839480726,0.0178121860273585,-21.9802801789392,1.81911945837035e-20
"I15","1",20,6,"fits_baranyi_without_lag",-94.5599983445363,"log10_n0",-1.36143264190487,0.0276786047449847,-49.1871846304522,5.47449397152187e-31
"I15","1",20,6,"fits_baranyi_without_lag",-94.5599983445363,"mumax",0.0028810066219198,0.000179917183092183,16.0129598096457,1.53170668982575e-16
"I15","2",20,6,"fits_baranyi_without_lag",-105.714945470364,"log10_nmax",-0.39385168751006,0.0154350361031563,-25.5167325089392,2.25766061612841e-22
"I15","2",20,6,"fits_baranyi_without_lag",-105.714945470364,"log10_n0",-1.36516067235347,0.0233027926480782,-58.5835651962536,2.56517834759317e-33
"I15","2",20,6,"fits_baranyi_without_lag",-105.714945470364,"mumax",0.00280753853826126,0.000148683390798764,18.8826641844692,1.46778648895425e-18
"I15","3",20,6,"fits_baranyi_without_lag",-111.64646377972,"log10_nmax",-0.408526686413038,0.0142618150105804,-28.6447893280038,7.21720632647594e-24
"I15","3",20,6,"fits_baranyi_without_lag",-111.64646377972,"log10_n0",-1.35044839704428,0.021401783797595,-63.0998055963931,2.61438073018099e-34
"I15","3",20,6,"fits_baranyi_without_lag",-111.64646377972,"mumax",0.00275346984905896,0.000138669288381461,19.8563783026313,3.46637204038906e-19
"I15","1",20,7.2,"fits_baranyi_without_lag",-95.6622278960615,"log10_nmax",-0.388762035627693,0.017388947773389,-22.3568464690331,1.10745467854484e-20
"I15","1",20,7.2,"fits_baranyi_without_lag",-95.6622278960615,"log10_n0",-1.37212740403896,0.0272527370295315,-50.3482421803029,2.67921270086873e-31
"I15","1",20,7.2,"fits_baranyi_without_lag",-95.6622278960615,"mumax",0.00292276847511348,0.000176636890488006,16.5467613647328,6.1453712389641e-17
"I15","2",20,7.2,"fits_baranyi_without_lag",-101.463255565363,"log10_nmax",-0.403962170935341,0.0161652951347102,-24.9894708119465,4.18916075250576e-22
"I15","2",20,7.2,"fits_baranyi_without_lag",-101.463255565363,"log10_n0",-1.35813629111202,0.0250322734292739,-54.2554113172859,2.70859951117196e-32
"I15","2",20,7.2,"fits_baranyi_without_lag",-101.463255565363,"mumax",0.00285022923485004,0.000163992119824274,17.3802816739257,1.54650468283807e-17
"I15","3",20,7.2,"fits_baranyi_without_lag",-100.067864265374,"log10_nmax",-0.40274196630114,0.0165030515259812,-24.4040907020797,8.43883059466997e-22
"I15","3",20,7.2,"fits_baranyi_without_lag",-100.067864265374,"log10_n0",-1.36288914926532,0.0255230697014014,-53.3983241518355,4.41491410175615e-32
"I15","3",20,7.2,"fits_baranyi_without_lag",-100.067864265374,"mumax",0.00285502614598636,0.000166438077708566,17.1536837320696,2.23817025736862e-17
