"Id","Rep","TempLevel","pH_Level","best_model_name","best_aicc","term","estimate","std.error","statistic","p.value"
"D11","1",20,4,"fits_baranyi_without_lag",-112.942051905904,"log10_nmax",0,223.45582054339,0,1
"D11","1",20,4,"fits_baranyi_without_lag",-112.942051905904,"log10_n0",-1.39476553104854,0.0113743788169712,-122.623446387022,6.78747019412952e-34
"D11","1",20,4,"fits_baranyi_without_lag",-112.942051905904,"mumax",3.50097283349362e-05,0.00079823795216626,0.0438587619643074,0.965395541568342
"D11","2",20,4,"fits_gompertz",-105.427061381312,"log10_nmax",-0.0173661748278888,66.4953283674899,-0.000261163832922424,0.999794086478259
"D11","2",20,4,"fits_gompertz",-105.427061381312,"log10_n0",-1.36599103720604,0.00576118234792352,-237.102551995837,1.75256824307738e-37
"D11","2",20,4,"fits_gompertz",-105.427061381312,"mumax",0.0012231491833212,0.0401479584983503,0.0304660368564308,0.975983073814518
"D11","2",20,4,"fits_gompertz",-105.427061381312,"lag",3000,17161.4963317072,0.174809931605863,0.862903408178424
"D11","3",20,4,"fits_baranyi",-111.248686397729,"log10_nmax",-1.15305745190451,0.868925625484649,-1.3269921131183,0.195624805858312
"D11","3",20,4,"fits_baranyi",-111.248686397729,"log10_n0",-1.37429503849329,0.00840166677975432,-163.574094821871,5.36595497431829e-42
"D11","3",20,4,"fits_baranyi",-111.248686397729,"mumax",0.00349022076752742,0.00760468305512395,0.45895676943114,0.649938700696998
"D11","3",20,4,"fits_baranyi",-111.248686397729,"lag",3000,1822.91978825563,1.64571146757407,0.111416432000565
"D11","1",20,5.5,"fits_baranyi_without_lag",-29.156114284978,"log10_nmax",-0.534520792859545,0.100660564733473,-5.31013107541008,9.70295567540278e-06
"D11","1",20,5.5,"fits_baranyi_without_lag",-29.156114284978,"log10_n0",-1.37493841748128,0.0610717147335729,-22.5135060228697,2.40090864179746e-20
"D11","1",20,5.5,"fits_baranyi_without_lag",-29.156114284978,"mumax",0.00145795979475455,0.000327861751785323,4.4468736801882,0.000110462062298177
"D11","2",20,5.5,"fits_baranyi_without_lag",-28.0224438108304,"log10_nmax",-0.515392938167673,0.106375903339189,-4.84501585405388,3.60772236196557e-05
"D11","2",20,5.5,"fits_baranyi_without_lag",-28.0224438108304,"log10_n0",-1.36436389198832,0.0616501796135353,-22.130736691135,3.90390941147193e-20
"D11","2",20,5.5,"fits_baranyi_without_lag",-28.0224438108304,"mumax",0.00142516761902108,0.00032570826921559,4.37559544451646,0.000134814753159204
"D11","3",20,5.5,"fits_baranyi_without_lag",-28.3130976183602,"log10_nmax",-0.53185431431433,0.098040512692806,-5.42484223823685,7.01930944743365e-06
"D11","3",20,5.5,"fits_baranyi_without_lag",-28.3130976183602,"log10_n0",-1.38036964479271,0.0621708350054437,-22.2028487259636,3.56022783708497e-20
