fold,n_samples,comp_RMSE,comp_JS,od_RMSE,od_R2,n_test_od
1,40,0.10697726215598842,0.10448714160220168,0.06616230874152326,0.9293835165195337,40
2,39,0.146883193769024,0.07611256028304375,0.1433820442577125,0.7673589331121358,39
3,29,0.14020501165291235,0.09217745591123494,0.10450510812349405,0.87095088380719,29
4,32,0.18215487523336527,0.08889502791959628,0.1109286232068981,0.8512453118422401,31
5,32,0.07848938452533276,0.08142931251156045,0.15967709447062245,0.49361259527196333,32
