"Id","Rep","SalinityLevel","Stress","best_model_name","best_aicc","term","estimate","std.error","statistic","p.value"
"D14","1",0,"5.5","fits_baranyi_without_lag",-17.658072912475,"log10_nmax",0,2.0218519435137,0,1
"D14","1",0,"5.5","fits_baranyi_without_lag",-17.658072912475,"log10_n0",-1.49716050835849,0.0634907647740483,-23.580760346589,5.17981997931999e-20
"D14","1",0,"5.5","fits_baranyi_without_lag",-17.658072912475,"mumax",0.000595617195453415,0.000274566165424234,2.16930296030147,0.0387033438627809
"D14","1",5,"5.5","fits_buchanan_without_lag",-132.852961613346,"log10_nmax",-1.14095733382224,0.0137482827077204,-82.9890800239025,4.94942101185438e-36
"D14","1",5,"5.5","fits_buchanan_without_lag",-132.852961613346,"log10_n0",-1.36823946667913,0.0087856397603491,-155.735894482517,6.0983668591355e-44
"D14","1",5,"5.5","fits_buchanan_without_lag",-132.852961613346,"mumax",0.00021151480736024,1.76617363340769e-05,11.9758784390943,9.51447329994245e-13
"D14","1",10,"5.5","fits_buchanan_without_lag",-58.9433261405126,"log10_nmax",-1.06016320604277,0.039024131557638,-27.1668622395076,3.54601837502151e-22
"D14","1",10,"5.5","fits_buchanan_without_lag",-58.9433261405126,"log10_n0",-1.38090945776821,0.0293747868151833,-47.0100248371654,6.29207262576247e-29
"D14","1",10,"5.5","fits_buchanan_without_lag",-58.9433261405126,"mumax",0.000334941286915618,6.69784124769796e-05,5.00073493128456,2.53145474282952e-05
"D14","1",15,"5.5","fits_buchanan_without_lag",-77.3811336494467,"log10_nmax",-1.10056818142838,0.0377695144795487,-29.1390608694297,4.98086911146628e-23
"D14","1",15,"5.5","fits_buchanan_without_lag",-77.3811336494467,"log10_n0",-1.35048430129986,0.0201727600219292,-66.9459359964521,2.43478249403957e-33
"D14","1",15,"5.5","fits_buchanan_without_lag",-77.3811336494467,"mumax",0.000200931421183088,3.75949523733142e-05,5.34463826919791,9.73516432391739e-06
"D14","1",20,"5.5","fits_baranyi_without_lag",-105.781919767289,"log10_nmax",-1.17314931293882,0.12589475744317,-9.3184921816017,4.29120345842958e-09
"D14","1",20,"5.5","fits_baranyi_without_lag",-105.781919767289,"log10_n0",-1.33107220215943,0.0114554848529771,-116.195186781073,3.55509923446686e-32
"D14","1",20,"5.5","fits_baranyi_without_lag",-105.781919767289,"mumax",0.000339574900525428,0.000366182599591454,0.927337620368329,0.363813932637631
"D14","1",25,"5.5","fits_baranyi",-115.231161433956,"log10_nmax",-1.04848290180398,0.0385944753558917,-27.1666577181213,1.14403603222067e-16
