Block_type,K,comp_RMSE_mean,comp_RMSE_sd,comp_JS_mean,comp_JS_sd,OD_RMSE_mean,OD_RMSE_sd,OD_R2_mean,OD_R2_sd
Stress (LOSO),8,0.136,0.009,0.093,0.02,0.293,0.101,-3.416,3.541
