"Id","Rep","TempLevel","pH_Level","best_model_name","best_aicc","term","estimate","std.error","statistic","p.value"
"D17","1",20,4,"fits_gompertz",-32.507552344812,"log10_nmax",-0.841892996265096,0.0935798006486466,-8.99652478878487,3.7174145396645e-09
"D17","1",20,4,"fits_gompertz",-32.507552344812,"log10_n0",-1.38974652709991,0.0425903304399783,-32.630564561091,2.14365696925012e-21
"D17","1",20,4,"fits_gompertz",-32.507552344812,"mumax",0.00101973296575724,0.000291718850024617,3.49560189775595,0.00186251459160687
"D17","1",20,4,"fits_gompertz",-32.507552344812,"lag",850.770042136024,226.9002130216,3.74953390658576,0.000989694734143393
"D17","2",20,4,"fits_baranyi",-37.0319696761495,"log10_nmax",-0.850297989667359,0.08426535463336,-10.090718698889,1.16933568028167e-10
"D17","2",20,4,"fits_baranyi",-37.0319696761495,"log10_n0",-1.39432619929849,0.0433472295386531,-32.1664432568906,4.57022931198212e-23
"D17","2",20,4,"fits_baranyi",-37.0319696761495,"mumax",0.0032277127585717,0.0013376064699379,2.41305109620286,0.0228797359345581
"D17","2",20,4,"fits_baranyi",-37.0319696761495,"lag",1289.8851048179,175.392203321659,7.35428987371992,6.54096399981912e-08
"D17","3",20,4,"fits_baranyi",-40.9616829851678,"log10_nmax",-0.835577797095205,0.0800913002847049,-10.4328159753298,5.67664253735688e-11
"D17","3",20,4,"fits_baranyi",-40.9616829851678,"log10_n0",-1.39550451312063,0.0411582860373335,-33.9057975313843,1.13981339589508e-23
"D17","3",20,4,"fits_baranyi",-40.9616829851678,"mumax",0.00314479420425517,0.00120013005646565,2.62037783931227,0.0142433340736351
"D17","3",20,4,"fits_baranyi",-40.9616829851678,"lag",1285.2205528102,165.880093506931,7.74788900608199,2.47898031563587e-08
"D17","1",20,5.5,"fits_baranyi_without_lag",-56.9152954721486,"log10_nmax",-0.643325901795848,0.045959623918342,-13.9976319853893,1.97196783368372e-14
"D17","1",20,5.5,"fits_baranyi_without_lag",-56.9152954721486,"log10_n0",-1.34587305344101,0.0440213717377736,-30.5731738996709,1.29029502325948e-23
"D17","1",20,5.5,"fits_baranyi_without_lag",-56.9152954721486,"mumax",0.00191945903763932,0.000320622951517,5.98665513045015,1.65219691958202e-06
"D17","2",20,5.5,"fits_baranyi_without_lag",-55.065885551494,"log10_nmax",-0.650114229308133,0.0471832752447649,-13.7784887957786,2.9409637570558e-14
"D17","2",20,5.5,"fits_baranyi_without_lag",-55.065885551494,"log10_n0",-1.34096219942714,0.0454451314082855,-29.5072796110928,3.50061488790759e-23
"D17","2",20,5.5,"fits_baranyi_without_lag",-55.065885551494,"mumax",0.00191505024283625,0.000335807097290975,5.70282837463935,3.60977023548244e-06
"D17","3",20,5.5,"fits_baranyi_without_lag",-55.704224466281,"log10_nmax",-0.646736481573416,0.0467585146590569,-13.8314162947464,2.6691700507004e-14
"D17","3",20,5.5,"fits_baranyi_without_lag",-55.704224466281,"log10_n0",-1.33415214973089,0.045015428489907,-29.637664118426,3.0927160889531e-23
"D17","3",20,5.5,"fits_baranyi_without_lag",-55.704224466281,"mumax",0.00191108368030906,0.000333864453025594,5.72413044572481,3.40356181358464e-06
"D17","1",20,6,"fits_buchanan_without_lag",-42.5356853162724,"log10_nmax",-0.534892373663067,0.0777290382228883,-6.88149996310596,1.76928653061555e-07
"D17","1",20,6,"fits_buchanan_without_lag",-42.5356853162724,"log10_n0",-1.3841920719772,0.0386263865221673,-35.8354015637168,6.12598667952187e-25
"D17","1",20,6,"fits_buchanan_without_lag",-42.5356853162724,"mumax",0.000894440107162403,7.86244614696848e-05,11.3761047191054,5.19362877413189e-12
"D17","2",20,6,"fits_buchanan_without_lag",-46.7062654858682,"log10_nmax",-0.552449021576067,0.0747037012388403,-7.39520281344286,3.7870903234944e-08
