"Id","Rep","SalinityLevel","Stress","best_model_name","best_aicc","term","estimate","std.error","statistic","p.value"
"I2","1",0,"5.5","fits_baranyi_without_lag",30.3976201264738,"log10_nmax",-0.928268626059252,0.0991315391135912,-9.36400901629887,2.60226208390274e-09
"I2","1",0,"5.5","fits_baranyi_without_lag",30.3976201264738,"log10_n0",-1.18973435655197,0.354214333256719,-3.35879789395676,0.00271630738229981
"I2","1",0,"5.5","fits_baranyi_without_lag",30.3976201264738,"mumax",0.00394208483044802,0.00964462457034851,0.408733880898546,0.686515758414646
"I2","1",5,"5.5","fits_baranyi_without_lag",32.4931884388679,"log10_nmax",-0.840571897493562,0.148221553639623,-5.67105037596138,3.50775624385008e-06
"I2","1",5,"5.5","fits_baranyi_without_lag",32.4931884388679,"log10_n0",-1.32619862390143,0.176203244260622,-7.52652784269881,2.16527026984808e-08
"I2","1",5,"5.5","fits_baranyi_without_lag",32.4931884388679,"mumax",0.0017341703281154,0.00161237991576762,1.07553456301259,0.290709567417787
"I2","1",10,"5.5","fits_baranyi_without_lag",-12.0210780850852,"log10_nmax",-0.515715400416045,0.0795520908623529,-6.48273847771488,3.64759431386444e-07
"I2","1",10,"5.5","fits_baranyi_without_lag",-12.0210780850852,"log10_n0",-1.28920311363308,0.0830572301450453,-15.5218650005749,7.04000180313705e-16
"I2","1",10,"5.5","fits_baranyi_without_lag",-12.0210780850852,"mumax",0.00180865241073213,0.000504779541264575,3.58305411150597,0.00118364199485313
"I2","1",15,"5.5","fits_buchanan_without_lag",12.2941975892404,"log10_nmax",-0.664474782576584,0.0763194069963954,-8.70649823848825,1.0382080296138e-09
"I2","1",15,"5.5","fits_buchanan_without_lag",12.2941975892404,"log10_n0",-1.23849504716611,0.109034080147497,-11.3587884218468,2.17275763679226e-12
"I2","1",15,"5.5","fits_buchanan_without_lag",12.2941975892404,"mumax",0.00100895458772741,0.000387023655750691,2.60695844487953,0.0140931040692079
"I2","1",20,"5.5","fits_buchanan_without_lag",27.5308294526535,"log10_nmax",-0.815720402905819,0.0916855801510978,-8.8969323372499,2.17364159522193e-08
