"","SampleID","Com_Id","Media","Temp","Evo_status","Stress","Diversity","Id","Abundance"
"319","M1.38.C13","Com13","M1",38,"Non_evo","Temp","Eight","I18",0.00816006891420964
"320","M1.38.C13","Com13","M1",38,"Non_evo","Temp","Eight","I15",0.00344571048200791
"321","M1.38.C13","Com13","M1",38,"Non_evo","Temp","Eight","D11",0.000266259446336975
"322","M1.38.C13","Com13","M1",38,"Non_evo","Temp","Eight","I2",0.00180116684286777
"323","M1.38.C13","Com13","M1",38,"Non_evo","Temp","Eight","D17",0
"324","M1.38.C13","Com13","M1",38,"Non_evo","Temp","Eight","I20",0.228990955009985
"325","M1.38.C14","Com14","M1",38,"Non_evo","Temp","Eight","I8",0.000359858935297363
"326","M1.38.C14","Com14","M1",38,"Non_evo","Temp","Eight","I18",0.00371054546617726
"327","M1.38.C14","Com14","M1",38,"Non_evo","Temp","Eight","I22",0
"328","M1.38.C14","Com14","M1",38,"Non_evo","Temp","Eight","I23",0.00120752664955338
"329","M1.38.C14","Com14","M1",38,"Non_evo","Temp","Eight","I9",0.736903133971483
"330","M1.38.C14","Com14","M1",38,"Non_evo","Temp","Eight","I20",0.241569304832506
"331","M1.38.C14","Com14","M1",38,"Non_evo","Temp","Eight","I15",0.0133947492582908
"332","M1.38.C14","Com14","M1",38,"Non_evo","Temp","Eight","D17",0
"333","M1.38.C14","Com14","M1",38,"Non_evo","Temp","Eight","I11",0.000671736679221745
"334","M1.38.C14","Com14","M1",38,"Non_evo","Temp","Eight","D14",0.000127949843661285
"335","M1.38.C14","Com14","M1",38,"Non_evo","Temp","Eight","I2",0.0017673072155715
"336","M1.38.C14","Com14","M1",38,"Non_evo","Temp","Eight","D11",0.000287887148237891
"337","M1.38.C15","Com15","M1",38,"Non_evo","Temp","Eight","I8",0.000145469022754418
"338","M1.38.C15","Com15","M1",38,"Non_evo","Temp","Eight","I15",0.0137506507824702
"339","M1.38.C15","Com15","M1",38,"Non_evo","Temp","Eight","I11",0.000765626435549567
"340","M1.38.C15","Com15","M1",38,"Non_evo","Temp","Eight","I20",0.12032585061097
"341","M1.38.C15","Com15","M1",38,"Non_evo","Temp","Eight","I2",0.0001760940801764
"342","M1.38.C15","Com15","M1",38,"Non_evo","Temp","Eight","I18",0.000275625516797844
"343","M1.38.C15","Com15","M1",38,"Non_evo","Temp","Eight","D17",0
"344","M1.38.C15","Com15","M1",38,"Non_evo","Temp","Eight","I23",0.00103359568799191
"345","M1.38.C15","Com15","M1",38,"Non_evo","Temp","Eight","I22",0.00103359568799191
"346","M1.38.C15","Com15","M1",38,"Non_evo","Temp","Eight","D14",0.000237344195020366
"347","M1.38.C15","Com15","M1",38,"Non_evo","Temp","Eight","I9",0.861475209016017
"348","M1.38.C15","Com15","M1",38,"Non_evo","Temp","Eight","D11",0.000780938964260558
"349","M1.38.C16","Com16","M1",38,"Non_evo","Temp","Eight","I11",0.00131305123377267
"350","M1.38.C16","Com16","M1",38,"Non_evo","Temp","Eight","I15",0.017243087900109
"351","M1.38.C16","Com16","M1",38,"Non_evo","Temp","Eight","I18",0.0115119083011264
"352","M1.38.C16","Com16","M1",38,"Non_evo","Temp","Eight","I2",0.00183331681696561
"353","M1.38.C16","Com16","M1",38,"Non_evo","Temp","Eight","D14",0.00158557130115945
"354","M1.38.C16","Com16","M1",38,"Non_evo","Temp","Eight","I22",0.00102401479866548
"355","M1.38.C16","Com16","M1",38,"Non_evo","Temp","Eight","D11",9.08400224622601e-05
"356","M1.38.C16","Com16","M1",38,"Non_evo","Temp","Eight","D17",0.000214712780365342
"357","M1.38.C16","Com16","M1",38,"Non_evo","Temp","Eight","I20",0.824579658441516
"358","M1.38.C16","Com16","M1",38,"Non_evo","Temp","Eight","I23",0.00159382948501965
"359","M1.38.C16","Com16","M1",38,"Non_evo","Temp","Eight","I9",0.138299805106861
"360","M1.38.C16","Com16","M1",38,"Non_evo","Temp","Eight","I8",0.00071020381197767
"361","M1.38.C17","Com17","M1",38,"Non_evo","Temp","Eight","I15",0.0107254750376368
"362","M1.38.C17","Com17","M1",38,"Non_evo","Temp","Eight","D11",0.000260406070716524
"363","M1.38.C17","Com17","M1",38,"Non_evo","Temp","Eight","I2",0.00260406070716524
"364","M1.38.C17","Com17","M1",38,"Non_evo","Temp","Eight","I22",0.00259592301745534
"365","M1.38.C17","Com17","M1",38,"Non_evo","Temp","Eight","I9",0.77078569394149
"366","M1.38.C17","Com17","M1",38,"Non_evo","Temp","Eight","I23",0.000764942832729788
"367","M1.38.C17","Com17","M1",38,"Non_evo","Temp","Eight","I11",0.00352361964438296
"368","M1.38.C17","Com17","M1",38,"Non_evo","Temp","Eight","I20",0.183749033649347
"369","M1.38.C17","Com17","M1",38,"Non_evo","Temp","Eight","D17",0.00012206534564837
"370","M1.38.C17","Com17","M1",38,"Non_evo","Temp","Eight","I8",0.00634739797371526
"371","M1.38.C17","Com17","M1",38,"Non_evo","Temp","Eight","I18",0.0176506489807544
"372","M1.38.C17","Com17","M1",38,"Non_evo","Temp","Eight","D14",0.000870732798958376
"373","M1.38.C18","Com18","M1",38,"Non_evo","Temp","Eight","I2",0.00213151964333656
"374","M1.38.C18","Com18","M1",38,"Non_evo","Temp","Eight","I20",0.230822424888339
"375","M1.38.C18","Com18","M1",38,"Non_evo","Temp","Eight","I22",0.00111457324861492
"376","M1.38.C18","Com18","M1",38,"Non_evo","Temp","Eight","I15",0.0272297566650667
"377","M1.38.C18","Com18","M1",38,"Non_evo","Temp","Eight","I18",0.0141477582433675
"378","M1.38.C18","Com18","M1",38,"Non_evo","Temp","Eight","D17",0.00013016913852437
"379","M1.38.C18","Com18","M1",38,"Non_evo","Temp","Eight","D11",0.000455591984835295
"380","M1.38.C18","Com18","M1",38,"Non_evo","Temp","Eight","I9",0.71927398162988
"381","M1.38.C18","Com18","M1",38,"Non_evo","Temp","Eight","I23",0.00179796122586786
"382","M1.38.C18","Com18","M1",38,"Non_evo","Temp","Eight","I8",0.000561354409886346
"383","M1.38.C18","Com18","M1",38,"Non_evo","Temp","Eight","D14",0.000325422846310925
"384","M1.38.C18","Com18","M1",38,"Non_evo","Temp","Eight","I11",0.00200948607596996
"385","M1.38.C19","Com19","M1",38,"Non_evo","Temp","Eight","D11",0.000790428903606044
"386","M1.38.C19","Com19","M1",38,"Non_evo","Temp","Eight","D17",0
"387","M1.38.C19","Com19","M1",38,"Non_evo","Temp","Eight","I8",0.00043742182044218
"388","M1.38.C19","Com19","M1",38,"Non_evo","Temp","Eight","I15",0.0192388860324306
"389","M1.38.C19","Com19","M1",38,"Non_evo","Temp","Eight","I11",0.0022024572362615
"390","M1.38.C19","Com19","M1",38,"Non_evo","Temp","Eight","I23",0.00179573168392053
"391","M1.38.C19","Com19","M1",38,"Non_evo","Temp","Eight","I20",0.132876470543094
"392","M1.38.C19","Com19","M1",38,"Non_evo","Temp","Eight","I22",0.00207967216385668
"393","M1.38.C19","Com19","M1",38,"Non_evo","Temp","Eight","I2",0.000222547943733741
"394","M1.38.C19","Com19","M1",38,"Non_evo","Temp","Eight","I18",0.0049497732313194
"395","M1.38.C19","Com19","M1",38,"Non_evo","Temp","Eight","I9",0.834992210821969
"396","M1.38.C19","Com19","M1",38,"Non_evo","Temp","Eight","D14",0.000414399619366276
"397","M1.38.C2","Com2","M1",38,NA,"Temp","Two","I20",0.0280883678990081
"398","M1.38.C2","Com2","M1",38,NA,"Temp","Two","I15",0.0107454162909528
"399","M1.38.C2","Com2","M1",38,NA,"Temp","Two","D11",0.000766456266907124
"400","M1.38.C2","Com2","M1",38,NA,"Temp","Two","I9",0.947054403366396
"401","M1.38.C2","Com2","M1",38,NA,"Temp","Two","I2",0
"402","M1.38.C2","Com2","M1",38,NA,"Temp","Two","I8",0.00257739705440337
"403","M1.38.C2","Com2","M1",38,NA,"Temp","Two","I23",0.000495942290351668
"404","M1.38.C2","Com2","M1",38,NA,"Temp","Two","I11",0.0091824466486324
"405","M1.38.C2","Com2","M1",38,NA,"Temp","Two","D17",9.76856026450256e-05
"406","M1.38.C2","Com2","M1",38,NA,"Temp","Two","D14",0.000676284941388638
"407","M1.38.C2","Com2","M1",38,NA,"Temp","Two","I22",0.000225428313796213
"408","M1.38.C2","Com2","M1",38,NA,"Temp","Two","I18",9.01713255184851e-05
"409","M1.38.C20","Com20","M1",38,"Non_evo","Temp","Eight","I23",0.000915039030868396
"410","M1.38.C20","Com20","M1",38,"Non_evo","Temp","Eight","I15",0.0260340750817867
"411","M1.38.C20","Com20","M1",38,"Non_evo","Temp","Eight","I9",0.596905062676125
"412","M1.38.C20","Com20","M1",38,"Non_evo","Temp","Eight","I8",0.000315809931007677
"413","M1.38.C20","Com20","M1",38,"Non_evo","Temp","Eight","I2",0.00239691639944288
"414","M1.38.C20","Com20","M1",38,"Non_evo","Temp","Eight","D11",8.90745959252421e-05
"415","M1.38.C20","Com20","M1",38,"Non_evo","Temp","Eight","I11",0.00117416512810546
"416","M1.38.C20","Com20","M1",38,"Non_evo","Temp","Eight","D17",0
"417","M1.38.C20","Com20","M1",38,"Non_evo","Temp","Eight","I20",0.365958928513588
"418","M1.38.C20","Com20","M1",38,"Non_evo","Temp","Eight","I22",0
"419","M1.38.C20","Com20","M1",38,"Non_evo","Temp","Eight","D14",0.00059922909986072
"420","M1.38.C20","Com20","M1",38,"Non_evo","Temp","Eight","I18",0.00561169954329025
"421","M1.38.C21","Com21","M1",38,"Non_evo","Temp","Eight","D11",0.000106182257761515
"422","M1.38.C21","Com21","M1",38,"Non_evo","Temp","Eight","D14",0.00633826400176426
"423","M1.38.C21","Com21","M1",38,"Non_evo","Temp","Eight","I23",0.00168258039222092
"424","M1.38.C21","Com21","M1",38,"Non_evo","Temp","Eight","D17",0
"425","M1.38.C21","Com21","M1",38,"Non_evo","Temp","Eight","I2",0.01515139139597
"426","M1.38.C21","Com21","M1",38,"Non_evo","Temp","Eight","I20",0.69238183139891
"427","M1.38.C21","Com21","M1",38,"Non_evo","Temp","Eight","I8",0.00606055655838799
"428","M1.38.C21","Com21","M1",38,"Non_evo","Temp","Eight","I9",0.096658526026905
"429","M1.38.C21","Com21","M1",38,"Non_evo","Temp","Eight","I15",0.156398297816729
"430","M1.38.C21","Com21","M1",38,"Non_evo","Temp","Eight","I11",0.00457400494972678
"431","M1.38.C21","Com21","M1",38,"Non_evo","Temp","Eight","I22",0.00226249887691843
"432","M1.38.C21","Com21","M1",38,"Non_evo","Temp","Eight","I18",0.0183858663247053
"433","M1.38.C22","Com22","M1",38,"Non_evo","Temp","Eight","D14",0.000219733715290211
"434","M1.38.C22","Com22","M1",38,"Non_evo","Temp","Eight","I23",0.00132654057749276
"435","M1.38.C22","Com22","M1",38,"Non_evo","Temp","Eight","I9",0.0847683843875126
"436","M1.38.C22","Com22","M1",38,"Non_evo","Temp","Eight","I8",0.000610371431361698
"437","M1.38.C22","Com22","M1",38,"Non_evo","Temp","Eight","D17",0.000146489143526808
"438","M1.38.C22","Com22","M1",38,"Non_evo","Temp","Eight","D11",0.00047202057358638
"439","M1.38.C22","Com22","M1",38,"Non_evo","Temp","Eight","I22",0
"440","M1.38.C22","Com22","M1",38,"Non_evo","Temp","Eight","I11",0.0016764868648068
"441","M1.38.C22","Com22","M1",38,"Non_evo","Temp","Eight","I20",0.713418405547056
"442","M1.38.C22","Com22","M1",38,"Non_evo","Temp","Eight","I2",0.00425632344802891
"443","M1.38.C22","Com22","M1",38,"Non_evo","Temp","Eight","I18",0.00748722289137016
"444","M1.38.C22","Com22","M1",38,"Non_evo","Temp","Eight","I15",0.185618021419968
"445","M1.38.C3","Com3","M1",38,NA,"Temp","Two","D17",0.00156960759810047
"446","M1.38.C3","Com3","M1",38,NA,"Temp","Two","I8",0.327378155461135
"447","M1.38.C3","Com3","M1",38,NA,"Temp","Two","I9",0.0403599100224944
"448","M1.38.C3","Com3","M1",38,NA,"Temp","Two","I22",0.00745813546613347
"449","M1.38.C3","Com3","M1",38,NA,"Temp","Two","I11",0.564368907773057
"450","M1.38.C3","Com3","M1",38,NA,"Temp","Two","I23",0.000229942514371407
"451","M1.38.C3","Com3","M1",38,NA,"Temp","Two","I2",0
"452","M1.38.C3","Com3","M1",38,NA,"Temp","Two","I18",0.011907023244189
"453","M1.38.C3","Com3","M1",38,NA,"Temp","Two","D14",0.00185953511622094
"454","M1.38.C3","Com3","M1",38,NA,"Temp","Two","D11",0.0229042739315171
"455","M1.38.C3","Com3","M1",38,NA,"Temp","Two","I15",0.0207448137965509
"456","M1.38.C3","Com3","M1",38,NA,"Temp","Two","I20",0.00121969507623094
"457","M1.38.C4","Com4","M1",38,NA,"Temp","Two","I23",0.0115370301451433
"458","M1.38.C4","Com4","M1",38,NA,"Temp","Two","I9",0.00520324974896602
"459","M1.38.C4","Com4","M1",38,NA,"Temp","Two","D14",0
"460","M1.38.C4","Com4","M1",38,NA,"Temp","Two","I8",0.00124990344846957
"461","M1.38.C4","Com4","M1",38,NA,"Temp","Two","I18",0.076855018221907
"462","M1.38.C4","Com4","M1",38,NA,"Temp","Two","I11",0.000280877179431364
"463","M1.38.C4","Com4","M1",38,NA,"Temp","Two","I22",0.0127869335936129
"464","M1.38.C4","Com4","M1",38,NA,"Temp","Two","I2",0.832421652821762
"465","M1.38.C4","Com4","M1",38,NA,"Temp","Two","I15",0.0386557218192415
"466","M1.38.C4","Com4","M1",38,NA,"Temp","Two","I20",0.0131942055037883
"467","M1.38.C4","Com4","M1",38,NA,"Temp","Two","D17",0
"468","M1.38.C4","Com4","M1",38,NA,"Temp","Two","D11",0.00781540751767771
"469","M1.38.C5","Com5","M1",38,NA,"Temp","Two","I9",0.0154578170663962
"470","M1.38.C5","Com5","M1",38,NA,"Temp","Two","I11",0.000265681230828684
"471","M1.38.C5","Com5","M1",38,NA,"Temp","Two","I22",0.00482251688686005
"472","M1.38.C5","Com5","M1",38,NA,"Temp","Two","I15",0.00028178312360618
"473","M1.38.C5","Com5","M1",38,NA,"Temp","Two","I23",0.0028339331288393
"474","M1.38.C5","Com5","M1",38,NA,"Temp","Two","I8",0.000136866088608716
"475","M1.38.C5","Com5","M1",38,NA,"Temp","Two","I2",0.0104018227342624
"476","M1.38.C5","Com5","M1",38,NA,"Temp","Two","D17",0
"477","M1.38.C5","Com5","M1",38,NA,"Temp","Two","I18",0.00419454306853771
"478","M1.38.C5","Com5","M1",38,NA,"Temp","Two","I20",0.924868568300204
"479","M1.38.C5","Com5","M1",38,NA,"Temp","Two","D11",0.0367364683718571
"480","M1.38.C5","Com5","M1",38,NA,"Temp","Two","D14",0
"481","M1.38.C6","Com6","M1",38,NA,"Temp","Two","I8",0.00449767782938157
"482","M1.38.C6","Com6","M1",38,NA,"Temp","Two","I23",0.000415546321192862
"483","M1.38.C6","Com6","M1",38,NA,"Temp","Two","I11",0.00607838344333089
"484","M1.38.C6","Com6","M1",38,NA,"Temp","Two","I22",0.147193025340178
"485","M1.38.C6","Com6","M1",38,NA,"Temp","Two","D17",0.000130367473315408
"486","M1.38.C6","Com6","M1",38,NA,"Temp","Two","I9",0.000309622749124094
"487","M1.38.C6","Com6","M1",38,NA,"Temp","Two","I20",0.0516255194329015
"488","M1.38.C6","Com6","M1",38,NA,"Temp","Two","D14",0
"489","M1.38.C6","Com6","M1",38,NA,"Temp","Two","I15",0.00070887313615253
"490","M1.38.C6","Com6","M1",38,NA,"Temp","Two","I18",0.0152855862462316
"491","M1.38.C6","Com6","M1",38,NA,"Temp","Two","D11",0.763790434286646
"492","M1.38.C6","Com6","M1",38,NA,"Temp","Two","I2",0.00996496374154648
"493","M1.38.C7","Com7","M1",38,NA,"Temp","Four","I11",0.00268149687819816
"494","M1.38.C7","Com7","M1",38,NA,"Temp","Four","I22",0.00176915326579346
"495","M1.38.C7","Com7","M1",38,NA,"Temp","Four","I8",0.00672754246364509
"496","M1.38.C7","Com7","M1",38,NA,"Temp","Four","I15",0.00975017651865544
"497","M1.38.C7","Com7","M1",38,NA,"Temp","Four","D17",0
"498","M1.38.C7","Com7","M1",38,NA,"Temp","Four","I18",0.00394291109013162
"499","M1.38.C7","Com7","M1",38,NA,"Temp","Four","I20",0.907194821061651
"500","M1.38.C7","Com7","M1",38,NA,"Temp","Four","D11",0.00105514522130283
"501","M1.38.C7","Com7","M1",38,NA,"Temp","Four","D14",0.0382866980301311
"502","M1.38.C7","Com7","M1",38,NA,"Temp","Four","I2",0.00127728105736658
"503","M1.38.C7","Com7","M1",38,NA,"Temp","Four","I23",0.0020150893700069
"504","M1.38.C7","Com7","M1",38,NA,"Temp","Four","I9",0.0252996850431182
"505","M1.38.C8","Com8","M1",38,NA,"Temp","Four","I18",0.00642818065771078
"506","M1.38.C8","Com8","M1",38,NA,"Temp","Four","I22",0.00183119567199562
"507","M1.38.C8","Com8","M1",38,NA,"Temp","Four","I20",0.0230001215731566
"508","M1.38.C8","Com8","M1",38,NA,"Temp","Four","I8",0.00139809130144064
"509","M1.38.C8","Com8","M1",38,NA,"Temp","Four","I11",0.00150446781350678
"510","M1.38.C8","Com8","M1",38,NA,"Temp","Four","I15",0.0597456081697161
"511","M1.38.C8","Com8","M1",38,NA,"Temp","Four","I9",0.897605008814054
"512","M1.38.C8","Com8","M1",38,NA,"Temp","Four","D17",0.000167163090389642
"513","M1.38.C8","Com8","M1",38,NA,"Temp","Four","I2",0.00306212388304662
"514","M1.38.C8","Com8","M1",38,NA,"Temp","Four","D11",0.00110935505440399
"515","M1.38.C8","Com8","M1",38,NA,"Temp","Four","D14",0.00407270074767491
"516","M1.38.C8","Com8","M1",38,NA,"Temp","Four","I23",7.59832229043827e-05
"517","M1.38.C9","Com9","M1",38,NA,"Temp","Four","I22",0.00358027373452096
"518","M1.38.C9","Com9","M1",38,NA,"Temp","Four","I15",0.00535303063219639
"519","M1.38.C9","Com9","M1",38,NA,"Temp","Four","D17",0.00320660438844232
"520","M1.38.C9","Com9","M1",38,NA,"Temp","Four","I9",0.0210210732131219
"521","M1.38.C9","Com9","M1",38,NA,"Temp","Four","I18",0.0480382359330871
"522","M1.38.C9","Com9","M1",38,NA,"Temp","Four","I20",0.0128611774929394
"523","M1.38.C9","Com9","M1",38,NA,"Temp","Four","I11",0.0401564197262655
"524","M1.38.C9","Com9","M1",38,NA,"Temp","Four","I2",0
"525","M1.38.C9","Com9","M1",38,NA,"Temp","Four","D11",0.00716054746904193
"526","M1.38.C9","Com9","M1",38,NA,"Temp","Four","D14",0.818179448185966
"527","M1.38.C9","Com9","M1",38,NA,"Temp","Four","I8",0.0403041494677384
"528","M1.38.C9","Com9","M1",38,NA,"Temp","Four","I23",0.000139039756680426
"529","M2.20.C1","Com1","M2",20,NA,"pH","Two","I20",0.0160809646856158
"530","M2.20.C1","Com1","M2",20,NA,"pH","Two","D14",0.00151593453919035
"531","M2.20.C1","Com1","M2",20,NA,"pH","Two","I15",0.813186907838071
"532","M2.20.C1","Com1","M2",20,NA,"pH","Two","I18",0.0312919896640827
"533","M2.20.C1","Com1","M2",20,NA,"pH","Two","D11",5.16795865633075e-05
"534","M2.20.C1","Com1","M2",20,NA,"pH","Two","I23",0.0125064599483204
"535","M2.20.C1","Com1","M2",20,NA,"pH","Two","I2",0.0186304909560724
"536","M2.20.C1","Com1","M2",20,NA,"pH","Two","D17",0.00120585701981051
"537","M2.20.C1","Com1","M2",20,NA,"pH","Two","I9",0.0545219638242894
"538","M2.20.C1","Com1","M2",20,NA,"pH","Two","I8",0.0275366063738157
"539","M2.20.C1","Com1","M2",20,NA,"pH","Two","I22",0.0214814814814815
"540","M2.20.C1","Com1","M2",20,NA,"pH","Two","I11",0.00198966408268734
"541","M2.20.C10","Com10","M2",20,NA,"pH","Four","I15",0.394353092902215
"542","M2.20.C10","Com10","M2",20,NA,"pH","Four","I20",0.0388098199069596
"543","M2.20.C10","Com10","M2",20,NA,"pH","Four","D14",0.00292017871125236
"544","M2.20.C10","Com10","M2",20,NA,"pH","Four","I2",0.0847312422274423
"545","M2.20.C10","Com10","M2",20,NA,"pH","Four","D17",0.000727741697756897
"546","M2.20.C10","Com10","M2",20,NA,"pH","Four","D11",0.00339919856294045
"547","M2.20.C10","Com10","M2",20,NA,"pH","Four","I23",0.382368384689789
"548","M2.20.C10","Com10","M2",20,NA,"pH","Four","I9",0.0408732900373083
"549","M2.20.C10","Com10","M2",20,NA,"pH","Four","I18",0.0293768135967943
"550","M2.20.C10","Com10","M2",20,NA,"pH","Four","I11",0.00372161577080742
"551","M2.20.C10","Com10","M2",20,NA,"pH","Four","I8",0.00486389387867901
"552","M2.20.C10","Com10","M2",20,NA,"pH","Four","I22",0.0138547280180554
"553","M2.20.C11","Com11","M2",20,NA,"pH","Four","I9",0.642896250810738
"554","M2.20.C11","Com11","M2",20,NA,"pH","Four","I15",0.0119525939403128
"555","M2.20.C11","Com11","M2",20,NA,"pH","Four","I20",0.30124916820391
"556","M2.20.C11","Com11","M2",20,NA,"pH","Four","I8",0.000522241595700772
"557","M2.20.C11","Com11","M2",20,NA,"pH","Four","I2",0.00175203632106066
"558","M2.20.C11","Com11","M2",20,NA,"pH","Four","D11",0.026507972607586
"559","M2.20.C11","Com11","M2",20,NA,"pH","Four","D17",0.000379046319460238
"560","M2.20.C11","Com11","M2",20,NA,"pH","Four","I22",0.00410212350171413
"561","M2.20.C11","Com11","M2",20,NA,"pH","Four","I11",0.0013982597562311
"562","M2.20.C11","Com11","M2",20,NA,"pH","Four","D14",0
"563","M2.20.C11","Com11","M2",20,NA,"pH","Four","I23",0.00301552405259478
"564","M2.20.C11","Com11","M2",20,NA,"pH","Four","I18",0.00622478289069146
"565","M2.20.C12","Com12","M2",20,NA,"pH","Four","D11",0.217102253370322
"566","M2.20.C12","Com12","M2",20,NA,"pH","Four","D17",0.00798170049155594
"567","M2.20.C12","Com12","M2",20,NA,"pH","Four","I9",0.0198958485423663
"568","M2.20.C12","Com12","M2",20,NA,"pH","Four","I8",0.0176473451112084
"569","M2.20.C12","Com12","M2",20,NA,"pH","Four","D14",0.000165474278483477
"570","M2.20.C12","Com12","M2",20,NA,"pH","Four","I22",0.508706867182557
"571","M2.20.C12","Com12","M2",20,NA,"pH","Four","I15",0.0232637367985594
"572","M2.20.C12","Com12","M2",20,NA,"pH","Four","I2",0.00290066676400448
"573","M2.20.C12","Com12","M2",20,NA,"pH","Four","I11",0.0167907723755293
"574","M2.20.C12","Com12","M2",20,NA,"pH","Four","I23",0.00689151700978245
"575","M2.20.C12","Com12","M2",20,NA,"pH","Four","I18",0.159030515403709
"576","M2.20.C12","Com12","M2",20,NA,"pH","Four","I20",0.0196233026719229
"577","M2.20.C13","Com13","M2",20,"Non_evo","pH","Eight","D14",0.0001664856465589
"578","M2.20.C13","Com13","M2",20,"Non_evo","pH","Eight","D17",0.000174413534490276
"579","M2.20.C13","Com13","M2",20,"Non_evo","pH","Eight","I9",0.583682821059642
"580","M2.20.C13","Com13","M2",20,"Non_evo","pH","Eight","I11",0.00109404853452992
"581","M2.20.C13","Com13","M2",20,"Non_evo","pH","Eight","I2",0.0520148727177593
"582","M2.20.C13","Com13","M2",20,"Non_evo","pH","Eight","I23",0.000325043405186424
"583","M2.20.C13","Com13","M2",20,"Non_evo","pH","Eight","I22",0.0172748678024687
"584","M2.20.C13","Com13","M2",20,"Non_evo","pH","Eight","I15",0.0120821012074173
"585","M2.20.C13","Com13","M2",20,"Non_evo","pH","Eight","I20",0.323862149884649
"586","M2.20.C13","Com13","M2",20,"Non_evo","pH","Eight","I8",0.000285403965529543
"587","M2.20.C13","Com13","M2",20,"Non_evo","pH","Eight","D11",0.00798338314689584
"588","M2.20.C13","Com13","M2",20,"Non_evo","pH","Eight","I18",0.00105440909487303
"589","M2.20.C14","Com14","M2",20,"Non_evo","pH","Eight","D17",0.000191828122002686
"590","M2.20.C14","Com14","M2",20,"Non_evo","pH","Eight","I9",0.470995587953194
"591","M2.20.C14","Com14","M2",20,"Non_evo","pH","Eight","D14",0.00046997889890658
"592","M2.20.C14","Com14","M2",20,"Non_evo","pH","Eight","I8",0.0274889698829848
"593","M2.20.C14","Com14","M2",20,"Non_evo","pH","Eight","I11",0.000211010934202954
"594","M2.20.C14","Com14","M2",20,"Non_evo","pH","Eight","I15",0.0277191636293881
"595","M2.20.C14","Com14","M2",20,"Non_evo","pH","Eight","I23",0.0287262612699022
"596","M2.20.C14","Com14","M2",20,"Non_evo","pH","Eight","I22",0.0349510838288893
"597","M2.20.C14","Com14","M2",20,"Non_evo","pH","Eight","I18",0.0241127949357376
"598","M2.20.C14","Com14","M2",20,"Non_evo","pH","Eight","I20",0.319154037981968
"599","M2.20.C14","Com14","M2",20,"Non_evo","pH","Eight","I2",0.0592940725110301
"600","M2.20.C14","Com14","M2",20,"Non_evo","pH","Eight","D11",0.00668521005179359
"601","M2.20.C15","Com15","M2",20,"Non_evo","pH","Eight","D14",0.000315530047841178
"602","M2.20.C15","Com15","M2",20,"Non_evo","pH","Eight","I8",0.00395691735671098
"603","M2.20.C15","Com15","M2",20,"Non_evo","pH","Eight","I23",0.165704442151403
"604","M2.20.C15","Com15","M2",20,"Non_evo","pH","Eight","I9",0.34186401507722
"605","M2.20.C15","Com15","M2",20,"Non_evo","pH","Eight","I15",0.17315777355176
"606","M2.20.C15","Com15","M2",20,"Non_evo","pH","Eight","D11",0.00156912240007504
"607","M2.20.C15","Com15","M2",20,"Non_evo","pH","Eight","I11",0.000443447634803817
"608","M2.20.C15","Com15","M2",20,"Non_evo","pH","Eight","I22",0.00906509299608572
"609","M2.20.C15","Com15","M2",20,"Non_evo","pH","Eight","I18",0.00591832035680479
"610","M2.20.C15","Com15","M2",20,"Non_evo","pH","Eight","D17",0
"611","M2.20.C15","Com15","M2",20,"Non_evo","pH","Eight","I2",0.0142670748658997
"612","M2.20.C15","Com15","M2",20,"Non_evo","pH","Eight","I20",0.283738263561396
"613","M2.20.C16","Com16","M2",20,"Non_evo","pH","Eight","I23",0.262538317647174
"614","M2.20.C16","Com16","M2",20,"Non_evo","pH","Eight","I9",0.0273928330085107
"615","M2.20.C16","Com16","M2",20,"Non_evo","pH","Eight","I8",0.00299685623904336
"616","M2.20.C16","Com16","M2",20,"Non_evo","pH","Eight","I18",0.141890369906079
"617","M2.20.C16","Com16","M2",20,"Non_evo","pH","Eight","I20",0.231394517515939
"618","M2.20.C16","Com16","M2",20,"Non_evo","pH","Eight","I22",0.270285093088623
"619","M2.20.C16","Com16","M2",20,"Non_evo","pH","Eight","I2",0.0103322984712116
"620","M2.20.C16","Com16","M2",20,"Non_evo","pH","Eight","D14",0.000372158617920417
"621","M2.20.C16","Com16","M2",20,"Non_evo","pH","Eight","D17",0.00113606314944127
"622","M2.20.C16","Com16","M2",20,"Non_evo","pH","Eight","D11",0.0117915519993732
"623","M2.20.C16","Com16","M2",20,"Non_evo","pH","Eight","I11",0.00389787184032437
"624","M2.20.C16","Com16","M2",20,"Non_evo","pH","Eight","I15",0.0359720685163603
"625","M2.20.C17","Com17","M2",20,"Non_evo","pH","Eight","I9",0.278329594126045
"626","M2.20.C17","Com17","M2",20,"Non_evo","pH","Eight","I8",0.00348766061594942
"627","M2.20.C17","Com17","M2",20,"Non_evo","pH","Eight","I11",0.000214154599224964
"628","M2.20.C17","Com17","M2",20,"Non_evo","pH","Eight","I18",0.00306954925555782
"629","M2.20.C17","Com17","M2",20,"Non_evo","pH","Eight","I23",0.200448704874567
"630","M2.20.C17","Com17","M2",20,"Non_evo","pH","Eight","I22",0.00655720987150724
"631","M2.20.C17","Com17","M2",20,"Non_evo","pH","Eight","D17",0.000132571894758311
"632","M2.20.C17","Com17","M2",20,"Non_evo","pH","Eight","I2",0.0250662859473792
"633","M2.20.C17","Com17","M2",20,"Non_evo","pH","Eight","I20",0.322792168060371
