"","Id","Stress","meanGrowth","sdGrowth","SampleID","Com_Id","Media","Temp","Evo_status","Diversity","Abundance"
"167","D17","pHSalTemp",0.001198199,0.000930136265390319,"M4.38.C14","Com14","M4",38,"Non_evo","Eight",5.30886200750825e-05
"168","D17","pHSalTemp",0.001198199,0.000930136265390319,"M4.38.C22","Com22","M4",38,"Non_evo","Eight",0.00108643752292245
"169","D17","pHTemp",0.00225307088888889,0.00051308259794463,"M2.38.C14","Com14","M2",38,"Non_evo","Eight",0.00017572306045672
"170","D17","pHTemp",0.00225307088888889,0.00051308259794463,"M2.38.C16","Com16","M2",38,"Non_evo","Eight",7.93979868199342e-05
"171","D17","pHTemp",0.00225307088888889,0.00051308259794463,"M2.38.C22","Com22","M2",38,"Non_evo","Eight",0
"172","D17","pHTemp",0.00225307088888889,0.00051308259794463,"M2.38.C18","Com18","M2",38,"Non_evo","Eight",6.03125915458979e-05
"173","D17","pHTemp",0.00225307088888889,0.00051308259794463,"M2.38.C2","Com2","M2",38,NA,"Two",0.000208963771873476
"174","D17","pHTemp",0.00225307088888889,0.00051308259794463,"M2.38.C12","Com12","M2",38,NA,"Four",0.272071963708846
"175","D17","pHTemp",0.00225307088888889,0.00051308259794463,"M2.38.C13","Com13","M2",38,"Non_evo","Eight",0
"176","D17","pHTemp",0.00225307088888889,0.00051308259794463,"M2.38.C8","Com8","M2",38,NA,"Four",0.00020914668153932
"177","D17","pHTemp",0.00225307088888889,0.00051308259794463,"M2.38.C17","Com17","M2",38,"Non_evo","Eight",0.0116388327482892
"178","D17","Sal",0.00141960911111111,0.000144224426346098,"M3.20.C17","Com17","M3",20,"Non_evo","Eight",0
"179","D17","Sal",0.00141960911111111,0.000144224426346098,"M3.20.C22","Com22","M3",20,"Non_evo","Eight",0.000915767042952996
"180","D17","Sal",0.00141960911111111,0.000144224426346098,"M3.20.C8","Com8","M3",20,NA,"Four",0.00491117443764021
"181","D17","Sal",0.00141960911111111,0.000144224426346098,"M3.20.C14","Com14","M3",20,"Non_evo","Eight",0.00120077504571132
"182","D17","Sal",0.00141960911111111,0.000144224426346098,"M3.20.C2","Com2","M3",20,NA,"Two",0.114213734540714
"183","D17","Sal",0.00141960911111111,0.000144224426346098,"M3.20.C12","Com12","M3",20,NA,"Four",0.0107551307477917
"184","D17","Sal",0.00141960911111111,0.000144224426346098,"M3.20.C16","Com16","M3",20,"Non_evo","Eight",0.00204816162580286
"185","D17","Sal",0.00141960911111111,0.000144224426346098,"M3.20.C13","Com13","M3",20,"Non_evo","Eight",0.000729199581925573
"186","D17","Sal",0.00141960911111111,0.000144224426346098,"M3.20.C18","Com18","M3",20,"Non_evo","Eight",0.0004792077099196
"187","D17","SalTemp",0.000961953444444444,0.000781488051810473,"M3.38.C2","Com2","M3",38,NA,"Two",0.00289222891280641
"188","D17","SalTemp",0.000961953444444444,0.000781488051810473,"M3.38.C17","Com17","M3",38,"Non_evo","Eight",0.00012387991906512
"189","D17","SalTemp",0.000961953444444444,0.000781488051810473,"M3.38.C13","Com13","M3",38,"Non_evo","Eight",0
"190","D17","SalTemp",0.000961953444444444,0.000781488051810473,"M3.38.C14","Com14","M3",38,"Non_evo","Eight",0.000212205055377358
"191","D17","SalTemp",0.000961953444444444,0.000781488051810473,"M3.38.C16","Com16","M3",38,"Non_evo","Eight",0.000869728337795665
"192","D17","SalTemp",0.000961953444444444,0.000781488051810473,"M3.38.C22","Com22","M3",38,"Non_evo","Eight",0.000423991113146268
"193","D17","SalTemp",0.000961953444444444,0.000781488051810473,"M3.38.C12","Com12","M3",38,NA,"Four",0.0641981786155979
"194","D17","SalTemp",0.000961953444444444,0.000781488051810473,"M3.38.C18","Com18","M3",38,"Non_evo","Eight",0.000447392647273916
"195","D17","SalTemp",0.000961953444444444,0.000781488051810473,"M3.38.C8","Com8","M3",38,NA,"Four",0.000972786303168851
"196","D17","Temp",0.00196061044444444,0.000274334814664996,"M1.38.C12","Com12","M1",38,NA,"Four",0.0875991407799075
"197","D17","Temp",0.00196061044444444,0.000274334814664996,"M1.38.C22","Com22","M1",38,"Non_evo","Eight",0.000146489143526808
"198","D17","Temp",0.00196061044444444,0.000274334814664996,"M1.38.C8","Com8","M1",38,NA,"Four",0.000167163090389642
"199","D17","Temp",0.00196061044444444,0.000274334814664996,"M1.38.C16","Com16","M1",38,"Non_evo","Eight",0.000214712780365342
"200","D17","Temp",0.00196061044444444,0.000274334814664996,"M1.38.C18","Com18","M1",38,"Non_evo","Eight",0.00013016913852437
"201","D17","Temp",0.00196061044444444,0.000274334814664996,"M1.38.C17","Com17","M1",38,"Non_evo","Eight",0.00012206534564837
"202","D17","Temp",0.00196061044444444,0.000274334814664996,"M1.38.C2","Com2","M1",38,NA,"Two",9.76856026450256e-05
"203","D17","Temp",0.00196061044444444,0.000274334814664996,"M1.38.C14","Com14","M1",38,"Non_evo","Eight",0
"204","D17","Temp",0.00196061044444444,0.000274334814664996,"M1.38.C13","Com13","M1",38,"Non_evo","Eight",0
"205","I11","Control",0.00182592266666667,0.00012033844089172,"M1.20.C20","Com20","M1",20,"Non_evo","Eight",0.00257839253340496
"206","I11","Control",0.00182592266666667,0.00012033844089172,"M1.20.C11","Com11","M1",20,NA,"Four",0.00192077612377612
"207","I11","Control",0.00182592266666667,0.00012033844089172,"M1.20.C13","Com13","M1",20,"Non_evo","Eight",0.0058250187438722
"208","I11","Control",0.00182592266666667,0.00012033844089172,"M1.20.C22","Com22","M1",20,"Non_evo","Eight",0.0053018412892853
"209","I11","Control",0.00182592266666667,0.00012033844089172,"M1.20.C3","Com3","M1",20,NA,"Two",0.00308120844422822
"210","I11","Control",0.00182592266666667,0.00012033844089172,"M1.20.C16","Com16","M1",20,"Non_evo","Eight",0.0050328913020779
"211","I11","Control",0.00182592266666667,0.00012033844089172,"M1.20.C15","Com15","M1",20,"Non_evo","Eight",0.00212423983231664
"212","I11","pH",0.00072997,6.79722702081518e-05,"M2.20.C16","Com16","M2",20,"Non_evo","Eight",0.00389787184032437
"213","I11","pH",0.00072997,6.79722702081518e-05,"M2.20.C20","Com20","M2",20,"Non_evo","Eight",0.0031638566264764
