Id,estimate,TempLevel,Stress,Rep
D11,0.002450062,27,Sal,1
D11,0.002505081,27,Sal,2
D11,0.002392071,27,Sal,3
D11,0.003185678,30,Control,1
D11,0.003037419,30,Control,3
D11,0.002337527,30,Sal,1
D11,0.002097721,30,Sal,2
D11,0.002283845,30,Sal,3
D11,0.003708371,34,Control,1
D11,0.003472473,34,Control,2
D11,0.003216733,34,Control,3
D11,0.002237414,34,Sal,1
D11,0.002017931,34,Sal,2
D11,0.002034725,34,Sal,3
D11,0.000370005,38,Control,2
D11,0.000717388,38,Control,3
D11,0.001995935,15,pH,1
D11,0.001914812,15,pH,2
D11,0.001943191,15,pH,3
D11,0.000656502,15,pH_Sal,1
D11,0.000687149,15,pH_Sal,2
D11,0.000691336,15,pH_Sal,3
D11,0.002074505,20,pH,1
D11,0.002025921,20,pH,2
D11,0.002063064,20,pH,3
D11,0.001181486,20,pH_Sal,1
D11,0.000849415,20,pH_Sal,2
D11,0.001017221,20,pH_Sal,3
D11,0.002253762,23,pH,1
D11,0.002159134,23,pH,2
D11,0.002152154,23,pH,3
D11,0.001209923,23,pH_Sal,1
D11,0.000978275,23,pH_Sal,2
D11,0.001008979,23,pH_Sal,3
D11,0.002567771,27,pH,1
D11,0.002417408,27,pH,2
D11,0.002338125,27,pH,3
D11,0.002171395,27,pH_Sal,1
D11,0.002850015,27,pH_Sal,2
D11,0.001677223,27,pH_Sal,3
D11,0.00270357,30,pH,1
D11,0.002753539,30,pH,2
D11,0.002417179,30,pH,3
D11,0.002285209,30,pH_Sal,1
D11,0.002102262,30,pH_Sal,2
D11,0.002004211,30,pH_Sal,3
D11,0.004553217,34,pH,1
D11,0.003984226,34,pH,2
D11,0.003791587,34,pH,3
D11,0.001804044,34,pH_Sal,2
D11,0.001988854,34,pH_Sal,3
D11,0.004751315,38,pH,1
D11,0.003867343,38,pH,2
D11,0.003638747,38,pH,3
D11,0.003595812,42,pH,1
D11,0.004240351,42,pH,2
D11,0.002399386,42,pH,3
D14,0.001282804,15,Control,1
D14,0.001220002,15,Control,2
D14,0.00110875,15,Control,3
D14,0.000215209,15,Sal,1
D14,0.000249379,15,Sal,2
D14,0.000248792,15,Sal,3
D14,0.001650945,20,Control,1
D14,0.00160049,20,Control,2
D14,0.001620051,20,Control,3
D14,0.000208434,20,Sal,1
D14,0.000214643,20,Sal,2
D14,0.000151508,20,Sal,3
D14,0.001998776,23,Control,1
D14,0.001949096,23,Control,2
D14,0.002110073,23,Control,3
D14,0.000326807,23,Sal,1
D14,0.00031172,23,Sal,2
D14,0.000195146,23,Sal,3
D14,0.003006868,27,Control,1
D14,0.003016607,27,Control,2
D14,0.002973143,27,Control,3
D14,0.000360528,27,Sal,1
D14,0.000252354,27,Sal,2
D14,0.000341626,27,Sal,3
D14,0.003228627,30,Control,1
D14,0.00319307,30,Control,2
D14,0.003176816,30,Control,3
D14,0.000824194,30,Sal,1
D14,0.000715258,30,Sal,2
D14,0.001451951,30,Sal,3
D14,0.003107436,34,Control,1
D14,0.0029404,34,Control,2
D14,0.003716276,34,Control,3
D14,0.000617352,34,Sal,1
D14,0.000521779,34,Sal,2
D14,0.000435442,34,Sal,3
D14,0.00178108,34,pH,1
D14,0.000235274,34,pH,2
D14,0.000270269,34,pH,3
D14,0.003051004,38,Control,1
D14,0.003036571,38,Control,2
D14,0.002766342,38,Control,3
D14,0.00229444,42,Control,1
D14,0.002388935,42,Control,2
D14,0.00201966,42,Control,3
D14,0.000519614,42,Sal,1
D14,0.001132918,42,Sal,2
D14,0.000458402,42,Sal,3
D14,0.001124922,15,pH,1
D14,0.000615297,15,pH,2
D14,0.000557141,15,pH,3
D14,0.000496311,15,pH_Sal,1
D14,0.00017536,15,pH_Sal,2
D14,0.000394422,15,pH_Sal,3
D14,0.00114865,20,pH,1
D14,0.000577423,20,pH,2
D14,0.000604927,20,pH,3
D14,0.000263288,20,pH_Sal,1
D14,0.000231559,20,pH_Sal,2
D14,0.000192455,20,pH_Sal,3
D14,0.001092743,23,pH,1
D14,0.000635659,23,pH,2
D14,0.000594864,23,pH,3
D14,0.000158001,23,pH_Sal,1
D14,0.000230968,23,pH_Sal,2
D14,0.00024667,23,pH_Sal,3
D14,0.001550664,27,pH,1
D14,0.001330183,27,pH,2
D14,0.001342592,27,pH,3
D14,9.15E-05,27,pH_Sal,1
D14,7.09E-05,27,pH_Sal,2
D14,0.00026846,27,pH_Sal,3
D14,0.00130371,30,pH,1
D14,0.001086601,30,pH,2
D14,0.001142955,30,pH,3
D14,0.000239885,30,pH_Sal,1
D14,0.000287812,30,pH_Sal,3
D14,0.000771621,38,Sal,1
D14,0.000817399,38,Sal,2
D14,0.000804872,38,Sal,3
D14,0.000447359,38,pH_Sal,3
D14,0.002252679,38,pH,1
D11,0,42,Control,1
D11,0,42,Control,2
D11,0,42,Control,3
D11,0,47,Control,1
D11,0,47,Control,2
D11,0,47,Control,3
D11,0,42,Sal,1
D11,0,42,Sal,2
D11,0,42,Sal,3
D11,0,47,Sal,1
D11,0,47,Sal,2
D11,0,47,Sal,3
D11,0,42,pH_Sal,1
D11,0,42,pH_Sal,2
D11,0,42,pH_Sal,3
D11,0,47,pH_Sal,1
D11,0,47,pH_Sal,2
D11,0,47,pH_Sal,3
D11,0,47,pH,1
D11,0,47,pH,2
D11,0,47,pH,3
D14,0,34,pH_Sal,1
D14,0,34,pH_Sal,2
D14,0,34,pH_Sal,3
D14,0,38,pH,2
D14,0,38,pH,3
D14,0,38,pH_Sal,1
D14,0,38,pH_Sal,2
D14,0,42,Control,1
D14,0,42,Control,2
D14,0,42,Control,3
D14,0,42,pH,1
D14,0,42,pH,2
D14,0,42,pH,3
D14,0,42,Sal,1
D14,0,42,Sal,2
D14,0,42,Sal,3
D14,0,42,pH_Sal,1
D14,0,42,pH_Sal,2
D14,0,42,pH_Sal,3
D14,0,47,Control,1
D14,0,47,Control,2
D14,0,47,Control,3
D14,0,47,pH,1
D14,0,47,pH,2
D14,0,47,pH,3
D14,0,47,Sal,1
D14,0,47,Sal,2
D14,0,47,Sal,3
D14,0,47,pH_Sal,1
D14,0,47,pH_Sal,2
D14,0,47,pH_Sal,3
D17,0,38,Sal,1
D17,0,38,Sal,2
D17,0,38,Sal,3
D17,0,38,pH_Sal,1
D17,0,38,pH_Sal,2
D17,0,38,pH_Sal,3
D17,0,42,Control,1
D17,0,42,Control,2
D17,0,42,Control,3
D17,0,42,pH,1
D17,0,42,pH,2
D17,0,42,pH,3
D17,0,42,Sal,1
D17,0,42,Sal,2
D17,0,42,Sal,3
D17,0,42,pH_Sal,1
D17,0,42,pH_Sal,2
D17,0,42,pH_Sal,3
D17,0,47,Control,1
D17,0,47,Control,2
D17,0,47,Control,3
D17,0,47,pH,1
D17,0,47,pH,2
D17,0,47,pH,3
D17,0,47,Sal,1
D17,0,47,Sal,2
D17,0,47,Sal,3
D17,0,47,pH_Sal,1
D17,0,47,pH_Sal,2
D17,0,47,pH_Sal,3
I11,0,38,pH,1
I11,0,38,pH,2
I11,0,38,pH,3
I11,0,38,pH_Sal,1
I11,0,38,pH_Sal,2
I11,0,38,pH_Sal,3
I11,0,42,pH,1
I11,0,42,pH,2
I11,0,42,pH,3
I11,0,42,pH_Sal,1
I11,0,42,pH_Sal,2
I11,0,42,pH_Sal,3
I11,0,42,Control,1
I11,0,42,Control,2
I11,0,42,Control,3
I11,0,42,Sal,1
I11,0,42,Sal,2
I11,0,42,Sal,3
I15,0,38,pH,1
I15,0,38,Control,1
I15,0,38,Control,2
I15,0,38,Control,3
I15,0,42,Control,1
I15,0,42,Control,2
I15,0,42,Control,3
I15,0,42,Sal,1
I15,0,42,Sal,2
I15,0,42,Sal,3
I15,0,42,pH,1
I15,0,42,pH,2
I15,0,42,pH,3
I15,0,42,pH_Sal,1
I15,0,42,pH_Sal,2
I15,0,42,pH_Sal,3
I15,0,47,Control,1
I15,0,47,Control,2
I15,0,47,Control,3
I15,0,47,Sal,1
I15,0,47,Sal,2
I15,0,47,Sal,3
I15,0,47,pH,1
I15,0,47,pH,2
I15,0,47,pH,3
I15,0,47,pH_Sal,1
I15,0,47,pH_Sal,2
I15,0,47,pH_Sal,3
I18,0,34,pH,2
I18,0,34,pH,3
I18,0,34,pH_Sal,2
I18,0,34,pH_Sal,1
I18,0,38,pH_Sal,2
I18,0,38,pH_Sal,1
I18,0,38,Control,1
I18,0,38,Control,2
I18,0,38,Control,3
I18,0,38,pH,1
I18,0,38,pH,2
I18,0,38,pH,3
I18,0,42,Control,1
I18,0,42,Control,2
I18,0,42,Control,3
I18,0,42,pH,1
I18,0,42,pH,2
I18,0,42,pH,3
I18,0,42,pH_Sal,1
I18,0,42,pH_Sal,2
I18,0,42,pH_Sal,3
I18,0,42,Sal,1
I18,0,42,Sal,2
I18,0,42,Sal,3
I18,0,47,Control,1
I18,0,47,Control,2
I18,0,47,Control,3
I18,0,47,pH,1
I18,0,47,pH,2
I18,0,47,pH,3
I18,0,47,pH_Sal,1
I18,0,47,pH_Sal,2
I18,0,47,pH_Sal,3
I18,0,47,Sal,1
I18,0,47,Sal,2
I18,0,47,Sal,3
I2,0,34,pH,1
I2,0,34,pH,2
I2,0,34,pH,3
I2,0,38,Control,1
I2,0,38,Control,2
I2,0,38,Control,3
I2,0,38,pH_Sal,1
I2,0,38,pH_Sal,2
I2,0,38,pH,1
I2,0,38,pH,2
I2,0,38,pH,3
I2,0,42,Control,1
I2,0,42,Control,2
I2,0,42,Control,3
I2,0,42,Sal,1
I2,0,42,Sal,2
I2,0,42,Sal,3
I2,0,42,pH_Sal,1
I2,0,42,pH_Sal,2
I2,0,42,pH_Sal,3
I2,0,42,pH,1
I2,0,42,pH,2
I2,0,42,pH,3
I2,0,47,Control,1
I2,0,47,Control,2
I2,0,47,Control,3
I2,0,47,Sal,1
I2,0,47,Sal,2
I2,0,47,Sal,3
I2,0,47,pH_Sal,1
I2,0,47,pH_Sal,2
I2,0,47,pH_Sal,3
I2,0,47,pH,1
I2,0,47,pH,2
I2,0,47,pH,3
I20,0,47,Control,1
I20,0,47,Control,2
I20,0,47,Control,3
I20,0,47,Sal,1
I20,0,47,Sal,2
I20,0,47,Sal,3
I20,0,47,pH,1
I20,0,47,pH,2
I20,0,47,pH,3
I20,0,47,pH_Sal,1
I20,0,47,pH_Sal,2
I20,0,47,pH_Sal,3
I9,0,47,Control,1
I9,0,47,Control,2
I9,0,47,Control,3
I9,0,47,Sal,1
I9,0,47,Sal,2
I9,0,47,Sal,3
I9,0,47,pH,1
I9,0,47,pH,2
I9,0,47,pH,3
I9,0,47,pH_Sal,1
I9,0,47,pH_Sal,2
I9,0,47,pH_Sal,3
I11,0,47,pH,1
I11,0,47,pH,2
I11,0,47,pH,3
I11,0,47,pH_Sal,1
I11,0,47,pH_Sal,2
I11,0,47,pH_Sal,3
I11,0,47,Control,1
I11,0,47,Control,2
I11,0,47,Control,3
I11,0,47,Sal,1
I11,0,47,Sal,2
I11,0,47,Sal,3
I22,0,38,Control,1
I22,0,38,Control,2
I22,0,38,Control,3
I22,0,38,pH,1
I22,0,38,pH,2
I22,0,38,pH,3
I22,0,42,Control,1
I22,0,42,Control,2
I22,0,42,Control,3
I22,0,42,pH,1
I22,0,42,pH,2
I22,0,42,pH,3
I22,0,42,Sal,1
I22,0,42,Sal,2
I22,0,42,Sal,3
I22,0,42,pH_Sal,1
I22,0,42,pH_Sal,2
I22,0,42,pH_Sal,3
I22,0,47,Control,1
I22,0,47,Control,2
I22,0,47,Control,3
I22,0,47,pH,1
I22,0,47,pH,2
I22,0,47,pH,3
I22,0,47,Sal,1
I22,0,47,Sal,2
I22,0,47,Sal,3
I22,0,47,pH_Sal,1
I22,0,47,pH_Sal,2
I22,0,47,pH_Sal,3
I23,0,30,Sal,1
I23,0,30,Sal,2
I23,0,30,Sal,3
I23,0,34,Sal,1
I23,0,34,Sal,2
I23,0,34,Sal,3
I23,0,34,pH_Sal,1
I23,0,34,pH_Sal,2
I23,0,34,pH_Sal,3
I23,0,38,Sal,1
I23,0,38,Sal,2
I23,0,38,Sal,3
I23,0,38,pH_Sal,1
I23,0,38,pH_Sal,2
I23,0,38,pH_Sal,3
I23,0,38,Control,1
I23,0,38,Control,2
I23,0,38,Control,3
I23,0,38,pH,1
I23,0,38,pH,2
I23,0,38,pH,3
I23,0,42,Sal,1
I23,0,42,Sal,2
I23,0,42,Sal,3
I23,0,42,pH_Sal,1
I23,0,42,pH_Sal,2
I23,0,42,pH_Sal,3
I23,0,42,Control,1
I23,0,42,Control,2
I23,0,42,Control,3
I23,0,42,pH,1
I23,0,42,pH,2
I23,0,42,pH,3
I23,0,47,Sal,1
I23,0,47,Sal,2
I23,0,47,Sal,3
I23,0,47,pH_Sal,1
I23,0,47,pH_Sal,2
I23,0,47,pH_Sal,3
I23,0,47,Control,1
I23,0,47,Control,2
I23,0,47,Control,3
I23,0,47,pH,1
I23,0,47,pH,2
I23,0,47,pH,3
I8,0,38,Control,1
I8,0,38,Control,2
I8,0,38,Control,3
I8,0,38,pH,1
I8,0,38,pH,2
I8,0,38,pH,3
I8,0,42,Control,1
I8,0,42,Control,2
I8,0,42,Control,3
I8,0,42,pH,1
I8,0,42,pH,2
I8,0,42,pH,3
I8,0,42,Sal,1
I8,0,42,Sal,2
I8,0,42,Sal,3
I8,0,42,pH_Sal,1
I8,0,42,pH_Sal,2
I8,0,42,pH_Sal,3
I8,0,47,Control,1
I8,0,47,Control,2
I8,0,47,Control,3
I8,0,47,pH,1
I8,0,47,pH,2
I8,0,47,pH,3
I8,0,47,Sal,1
I8,0,47,Sal,2
I8,0,47,Sal,3
I8,0,47,pH_Sal,1
I8,0,47,pH_Sal,2
I8,0,47,pH_Sal,3
D11,0,38,Sal,2
D11,0,38,Sal,3
D11,0,38,pH_Sal,1
D11,0,38,pH_Sal,2
D11,0,38,pH_Sal,3
D11,0,38,Sal,1
